coinId,originalPrice,numCoinsHeld,costBasis,rankInBasket,currentPrice,currentHoldingsValue,performance
ampleforth,0.9731959231031551,102.75423234525859,100,55,0.9019925372765979,92.68355074900886,0.9268355074900886
republic-protocol,0.32079481020807854,311.72574124605245,100,56,0.5579504689579706,173.92752351450596,1.7392752351450598
icon,0.4659045528378881,214.63623695215333,100,57,1.2736105277072198,273.3629710097239,2.733629710097239
0x,0.3543568683531533,282.20138772741285,100,58,0.795614835610811,224.52361070588833,2.2452361070588833
algorand,0.33120988250424654,301.9233582159731,100,59,1.7327660358993577,523.1625405613136,5.231625405613135
thorchain,1.1716672458122384,85.34846421406677,100,60,6.84741641950406,584.4164752388555,5.844164752388555
swissborg,0.2631610114257731,379.9954995544843,100,61,0.6025342975734869,228.96032140514743,2.2896032140514744
avalanche-2,3.2067767178511386,31.18396096720136,100,62,101.5411609623904,3166.455600015493,31.66455600015493
qtum,2.2294282834582577,44.85454891820131,100,63,8.855998717505933,397.23182769389797,3.9723182769389798
loopring,0.16971346425692035,589.2284412308927,100,64,1.9946725053524856,1175.3177710949647,11.753177710949645
hedera-hashgraph,0.03192042990554817,3132.7898871004472,100,65,0.2993613135264384,937.8360956047326,9.378360956047326
energy-web-token,6.417093896781304,15.583378022590281,100,66,9.33816285086819,145.52012174158838,1.4552012174158837
bittorrent-2,0.0002898230639898385,345038.10229370184,100,67,0.002813295488009622,970.6941363742737,9.706941363742738
reserve-rights-token,0.01998917997804064,5002.706469692916,100,68,0.03004143395245137,150.2884759927809,1.5028847599278088
lisk,1.153259344891848,86.71076496620796,100,69,2.803812401520426,243.12071815757676,2.431207181575768
kyber-network,0.7977177646579203,125.35761948699023,100,70,1.327339764254847,166.39215309741044,1.6639215309741042
balancer,13.58862911869361,7.359094072442669,100,71,16.71557011561127,123.01145295529473,1.2301145295529472
bitcoin-gold,8.275857912389537,12.083339402225965,100,72,41.36960244698871,499.8829473021224,4.998829473021223
siacoin,0.003139385143289725,31853.37110158175,100,73,0.015462937105428546,492.54667393963376,4.925466739396338
maidsafecoin,0.30986380985693407,322.72242455861686,100,74,0.4223585823045488,136.30458571446414,1.363045857144641
quant-network,11.201946888996744,8.927019650327594,100,75,178.33034311290265,1591.9584772185442,15.919584772185441
ocean-protocol,0.327632310666002,305.220201868133,100,76,0.863574348387072,263.58033694284353,2.6358033694284355
nano,1.0205759515653126,97.98388826096146,100,77,3.461532425458378,339.17440638780863,3.391744063878086
verge,0.007602922608101045,13152.836764831498,100,78,0.017115447458417584,225.11668657761663,2.2511668657761663
zencash,11.571985431640726,8.641559444637286,100,79,61.565480671644885,532.0217609616872,5.320217609616871
dynamic-set-dollar,0.8532234934366535,117.2025861561961,100,80,0.008328747662191275,0.9761507654511898,0.009761507654511897
enjincoin,0.13090729405531257,763.8993741460026,100,81,2.6411969268312334,2017.6086794027246,20.176086794027245
band-protocol,5.343160842490942,18.715513709555623,100,82,5.124446866129115,95.9066555769288,0.959066555769288
bancor,1.2691413858149845,78.79342768086046,100,83,3.270306976154239,257.6786962198225,2.576786962198225
status,0.030664947576808717,3261.0523709366453,100,84,0.07041882526500078,229.63947708900412,2.296394770890041
numeraire,22.56009531862506,4.432605385201652,100,85,32.110609672889716,142.3336613581592,1.423336613581592
chiliz,0.02136777084034502,4679.9453601022105,100,86,0.2897295014773302,1355.918236123558,13.55918236123558
gnosis,75.76898524544167,1.3198012310190743,100,87,558.7484166250504,737.4368480917001,7.374368480917001
arweave,2.6304921718024272,38.01569952267886,100,88,58.11455082041943,2209.2653018845153,22.09265301884515
golem,0.10824771458144117,923.8070326626996,100,89,0.43296319557074425,399.9744449523693,3.999744449523693
curve-dao-token,0.6267683532378128,159.54857880652648,100,90,5.123163301306018,817.3934237171276,8.173934237171277
rif-token,0.16037897096230297,623.5231427161667,100,91,0.2020101265981498,125.95798899696906,1.2595798899696906
holotoken,0.0006003451922293001,166570.83507017622,100,92,0.00740637798510987,1233.6865658251202,12.336865658251202
1inch,1.3724358132287264,72.86315253224471,100,93,2.4676053419437203,179.79750441942716,1.7979750441942715
aragon,3.050558433132955,32.78088330119249,100,94,11.164725588253845,365.98956659838694,3.659895665983869
decentraland,0.0789805014261981,1266.135289017419,100,95,3.2975643156440277,4175.162547841478,41.75162547841478
iostoken,0.00563418469324537,17748.796932391397,100,96,0.03205677716136746,568.9692281440334,5.689692281440334
ravencoin,0.0126349310972638,7914.566310666771,100,97,0.09477009255576514,750.0641818006305,7.500641818006305
augur,16.65022534403338,6.005924720762717,100,98,17.46789133866963,104.91084041051289,1.0491084041051288
tether-gold,1918.5431682001852,0.05212288243366009,100,99,1817.6379430921106,94.74052881474982,0.9474052881474982
