coinId,originalPrice,numCoinsHeld,costBasis,currentPrice,currentHoldingsValue,performance
bitcoin,,,,47191.86838983951,NaN,NaN
ethereum,,,,3714.945456115339,NaN,NaN
ripple,,,,0.8404662013408024,NaN,NaN
polkadot,,,,27.53836772217654,NaN,NaN
litecoin,,,,148.03521639446834,NaN,NaN
bitcoin-cash,,,,431.2355639584978,NaN,NaN
cardano,,,,1.3580495736019418,NaN,NaN
binancecoin,,,,518.3716411383205,NaN,NaN
chainlink,,,,19.949776750677458,NaN,NaN
bitcoin-cash-sv,,,,122.48367091124136,NaN,NaN
stellar,,,,0.26845462300326667,NaN,NaN
monero,,,,225.18292671888534,NaN,NaN
eos,,,,3.076280672595905,NaN,NaN
okb,,,,28.75783091133275,NaN,NaN
celsius-degree-token,,,,4.497520041791299,NaN,NaN
tron,,,,0.07792128055002882,NaN,NaN
theta-token,,,,4.80953793260554,NaN,NaN
nem,,,,0.12584371171139305,NaN,NaN
cosmos,,,,30.242086545043552,NaN,NaN
tezos,,,,4.348243286886605,NaN,NaN
