timestamp,readableTimestamp,top10,top20,top50,top100,top200,top500
1608336000000,"12/19/2020, 12:00:00 AM",567.0795919667196,588.5105136150987,610.6679210190692,619.5949202260801,624.3923789820905,624.9816082556595
1608422400000,"12/20/2020, 12:00:00 AM",583.0043863797453,604.4209311325029,626.9842521280349,636.0645635538272,640.9658973974618,641.5605785845966
1608508800000,"12/21/2020, 12:00:00 AM",572.839481021716,594.1695997028204,616.5175409630402,625.3156725228766,630.1060914894994,630.7094791705888
1608595200000,"12/22/2020, 12:00:00 AM",552.9695768651096,573.306666499459,594.7311124383743,603.2370604627384,607.841132271188,608.466110506415
1608681600000,"12/23/2020, 12:00:00 AM",571.4350068821169,592.0220879765121,614.0724184626445,622.7118896920052,627.356706743629,627.9844417524009
1608768000000,"12/24/2020, 12:00:00 AM",545.6635482072744,564.3670352113826,584.2597863553489,592.0210679151173,596.1643230048139,596.7272282754867
1608854400000,"12/25/2020, 12:00:00 AM",563.4577060175162,583.4013241648996,604.6593548024235,612.968212133037,617.385782928742,617.9956169324662
1608940800000,"12/26/2020, 12:00:00 AM",580.9593851806663,600.9729435574776,622.3817142601018,630.7680177302434,635.1480733817949,635.7587396793043
1609027200000,"12/27/2020, 12:00:00 AM",614.7617709612468,634.9840072060927,656.9100738763887,665.297126149432,669.6709441443634,670.2759538204858
1609113600000,"12/28/2020, 12:00:00 AM",623.1899442959958,643.6143128177947,665.5162865909926,674.0934815375231,678.5268892210734,679.1439523470976
1609200000000,"12/29/2020, 12:00:00 AM",639.1353427990325,660.4653326766376,683.2433052579751,692.1796560179389,696.6772831231507,697.3117740747401
1609286400000,"12/30/2020, 12:00:00 AM",645.40593505035,666.3144503345527,688.8004821175131,697.6857570268247,702.1238083129791,702.7838835543023
1609372800000,"12/31/2020, 12:00:00 AM",672.475101447984,693.0340133220708,715.4441965715674,724.22926570622,728.6751808415881,729.348789495983
1609459200000,"1/1/2021, 12:00:00 AM",675.5461219210064,696.4704792027525,719.2656111788868,728.0120698626893,732.4234799894791,733.095307901548
1609545600000,"1/2/2021, 12:00:00 AM",681.0144194030864,702.2732796695494,725.3069063509921,734.3547672671759,738.9091143497054,739.599578855925
1609632000000,"1/3/2021, 12:00:00 AM",740.1325048139645,761.5932556862873,784.5185861882921,793.7143288492796,798.2335507062642,798.9395885496725
1609718400000,"1/4/2021, 12:00:00 AM",786.2009148964878,808.6112672253728,832.9663247548376,843.0263940746123,847.9018831334324,848.6253547683565
1609804800000,"1/5/2021, 12:00:00 AM",760.8107307151557,782.1427264459359,807.0527984406697,816.9541588703194,821.7850320880958,822.5164837231149
1609891200000,"1/6/2021, 12:00:00 AM",820.9798308192302,843.2971646794725,870.0172935258043,880.7305654129509,885.88779181619,886.6718897255149
1609977600000,"1/7/2021, 12:00:00 AM",891.785319429505,915.9734860281008,944.3599858820494,956.1339159810813,961.6293414690226,962.450227185635
1610064000000,"1/8/2021, 12:00:00 AM",946.7871866338564,970.036147815674,998.6402446850578,1010.887405540837,1016.5449684045113,1017.3769589673522
1610150400000,"1/9/2021, 12:00:00 AM",969.7178043755656,992.5348470969066,1020.9025305051255,1033.4402596728244,1039.1752339976858,1040.0317659847803
1610236800000,"1/10/2021, 12:00:00 AM",974.7829660578814,1000.9233803928047,1031.773129763361,1045.310520160878,1051.364705235361,1052.2695813142957
1610323200000,"1/11/2021, 12:00:00 AM",933.7429939119266,959.4207731133909,990.8255914318232,1004.1300955661122,1010.0753318282658,1010.9876628096382
1610409600000,"1/12/2021, 12:00:00 AM",853.3806055009758,875.3333415600167,903.217660399883,915.0158247052137,920.4488170666746,921.2955139236439
1610496000000,"1/13/2021, 12:00:00 AM",813.8376560440271,835.6713040360556,863.7547446167654,875.4790071375461,880.9851777916219,881.8318719740769
1610582400000,"1/14/2021, 12:00:00 AM",897.4023214214012,921.1358649904979,951.9962316664574,965.0226928009893,970.9343950627167,971.8244838584642
1610668800000,"1/15/2021, 12:00:00 AM",944.5891228780372,968.3388184260406,999.5415890821216,1012.7517011153985,1018.8367668764615,1019.760227364728
1610755200000,"1/16/2021, 12:00:00 AM",892.307598379665,915.9071928936148,946.7972116808974,960.3221635418945,966.4335242102152,967.3838278919083
1610841600000,"1/17/2021, 12:00:00 AM",897.0613091229684,921.3650990108531,954.1530350732,968.16683989658,974.6693975870146,975.6948698271934
1610928000000,"1/18/2021, 12:00:00 AM",896.5497564017508,920.8228892245369,954.3321934088422,969.0675156971099,975.9031910128414,976.9488497014655
1611014400000,"1/19/2021, 12:00:00 AM",907.9150049957601,932.7683743065925,967.5849320257591,982.6148464461537,989.720404675941,990.8183963972825
1611100800000,"1/20/2021, 12:00:00 AM",911.7045705451521,936.2940070491323,970.1744147028521,985.3125128903721,992.4397669013314,993.5864595018882
1611187200000,"1/21/2021, 12:00:00 AM",901.9013779504245,926.5266389893328,960.672849743289,976.1188146706497,983.36199863621,984.5123047983121
1611273600000,"1/22/2021, 12:00:00 AM",778.8848692324098,800.1484417428882,830.2443708342693,843.6609527443217,850.1931896089088,851.2131848938315
1611360000000,"1/23/2021, 12:00:00 AM",831.1288889218903,853.8482367595217,886.1903324673453,900.696681400859,907.6935553556649,908.7859158583839
1611446400000,"1/24/2021, 12:00:00 AM",817.4593495802695,840.8297425439322,873.873500247565,889.0815772351813,896.2727009334478,897.3951750852652
1611532800000,"1/25/2021, 12:00:00 AM",838.9683434887454,864.9736669675924,898.8110386781796,914.6091776538915,922.1053761528872,923.3071410528963
1611619200000,"1/26/2021, 12:00:00 AM",832.662874552282,858.0798565676465,891.1998822225545,906.6257596601896,914.0252711201398,915.214293641855
1611705600000,"1/27/2021, 12:00:00 AM",839.5016835754449,866.2206094648732,899.4840957368125,915.59900109073,923.189020385772,924.5065489653822
1611792000000,"1/28/2021, 12:00:00 AM",779.1682271669049,804.9822742602825,835.9111131031676,850.866837296064,858.1704706777539,859.5192808552611
1611878400000,"1/29/2021, 12:00:00 AM",847.2017151697587,876.2489528536072,910.8342837526172,927.5025485140758,935.3319529844727,936.8033305404177
1611964800000,"1/30/2021, 12:00:00 AM",872.651524553445,904.1828882941799,939.3636306103191,956.3537480456678,964.3404231483535,965.9071489554751
1612051200000,"1/31/2021, 12:00:00 AM",880.2387698205067,910.9181104277927,946.6487967102488,964.1255609206338,972.3687813784943,974.0356689002456
1612137600000,"2/1/2021, 12:00:00 AM",852.7643081643761,883.9339162737398,919.6604087231194,937.1197513505882,945.4060405839543,947.0644675856066
1612224000000,"2/2/2021, 12:00:00 AM",863.6849293593306,895.8073961932329,933.2420229064246,951.6421403497653,960.2187585627025,961.9299001203067
1612310400000,"2/3/2021, 12:00:00 AM",924.8896121787452,956.6825750374991,995.625188036738,1014.7697613294431,1023.7893023022558,1025.6228874480446
1612396800000,"2/4/2021, 12:00:00 AM",980.8280145114936,1014.8174362448532,1056.0671172760024,1076.418324508276,1086.1705784091937,1088.3203246552364
1612483200000,"2/5/2021, 12:00:00 AM",967.3018913276834,1004.357888526256,1046.7142319020245,1067.5824157041093,1077.6283805458183,1079.7990267498844
1612569600000,"2/6/2021, 12:00:00 AM",1007.770126835245,1047.1734088363846,1093.5711167041752,1116.7469864777356,1128.0065075028444,1130.4136315882915
1612656000000,"2/7/2021, 12:00:00 AM",1032.2122163240429,1071.1524449467433,1116.3714206042584,1138.6595996782075,1149.8090427165048,1152.1652163462823
1612742400000,"2/8/2021, 12:00:00 AM",1015.6541190277296,1056.2312717172174,1102.2964040863765,1124.7002976131942,1136.0789423818608,1138.4785279585196
1612828800000,"2/9/2021, 12:00:00 AM",1177.847728658494,1220.6527024050836,1272.7037062037575,1297.0226917863429,1309.4065518572015,1312.0652894972566
1612915200000,"2/10/2021, 12:00:00 AM",1194.5364390776858,1240.4904708799402,1297.403278809969,1324.2130859512579,1337.9644399617755,1341.0191169595628
1613001600000,"2/11/2021, 12:00:00 AM",1175.3677812305418,1223.3281657542095,1282.9508040637825,1311.1015027313308,1324.944892052552,1328.1829626585454
1613088000000,"2/12/2021, 12:00:00 AM",1233.6142310299463,1283.2459515552798,1346.6817231758198,1377.7629020814609,1393.0216962798056,1396.478882448331
1613174400000,"2/13/2021, 12:00:00 AM",1244.2860121119013,1295.9658392983367,1363.1280006518105,1396.606006811561,1413.049089217406,1416.7261354849973
1613260800000,"2/14/2021, 12:00:00 AM",1240.1352181848467,1292.621425380718,1362.2782170301932,1396.6566393719029,1414.20396706184,1418.0637447562417
1613347200000,"2/15/2021, 12:00:00 AM",1266.314843699801,1316.3108460420458,1383.3786132680423,1416.0679717395299,1433.3054290622,1437.2074918121016
1613433600000,"2/16/2021, 12:00:00 AM",1245.6631883483851,1293.5481868208542,1359.7273786514004,1391.8534225447388,1408.5506233585063,1412.4633557205032
1613520000000,"2/17/2021, 12:00:00 AM",1273.0835291384699,1320.9597085835553,1387.5627367523616,1420.6856313082785,1438.0458820024621,1442.1018877814777
1613606400000,"2/18/2021, 12:00:00 AM",1344.4286607571644,1393.343071668933,1463.8603163874782,1498.642611349077,1516.5863528509058,1520.7926766101946
1613692800000,"2/19/2021, 12:00:00 AM",1350.644898413916,1401.4020694957358,1474.3391353756774,1511.7979992629917,1531.2922815682273,1535.8569952005362
1613779200000,"2/20/2021, 12:00:00 AM",1467.2981977911645,1519.56926105717,1598.2286116690252,1637.630824934381,1658.1493835289832,1662.8528326316496
1613865600000,"2/21/2021, 12:00:00 AM",1460.0307405321444,1512.28451078878,1587.99675124273,1626.405267768121,1646.7608131695126,1651.3278421344892
1613952000000,"2/22/2021, 12:00:00 AM",1496.310060506097,1552.6069441104814,1631.4131110074527,1672.875539496718,1694.3470192197244,1699.2120011373843
