frequencyDays,size5,size10,size20,size50,size100
1,12.400000000000006,14.799999999999981,16.50000000000082,12.254709488374584,10.704355221772035
7,5.2,4.8000000000000025,5.900000000000089,4.812395281923155,4.3556764753302115
30,3.1999999999999997,2.600000000000001,3.500000000000015,2.634587626551777,2.4719646196977245
91,2,1.4000000000000004,1.7000000000000062,1.6330277053947932,1.515884628381969
182,1.6,1.0000000000000002,1.500000000000003,1.1720876990720772,1.1069777389320126
364,1.2,0.8,1,0.8922736830434195,0.8404692672115028
