frequencyDays,size5,size10,size20,size50,size100
1,12.400000000000006,14.800000000000464,11.675025341811262,11.691093967145305,11.10799934245554
7,5.2,4.800000000000042,4.498555372743278,4.620408430177155,4.500571177241524
30,3.1999999999999997,2.6000000000000236,2.696971834789349,2.5877765888351996,2.567869034650783
91,2,1.4000000000000015,1.5975081250289276,1.5804377765897921,1.5228141389554959
182,1.6,1.0000000000000013,1.3296189015296802,1.1985274593195316,1.1482932688167864
364,1.2,0.8,0.9363978816724753,0.8583317690892963,0.8275858836125431
