frequencyDays,size5,size10,size20,size50,size100
1,12.400000000000187,11.086699702925172,10.677284782914548,9.454352471715364,8.63050894756142
7,5.200000000000031,4.027344194164044,4.106063821822435,3.7211046560206293,3.471265492809397
30,3.2000000000000055,2.330998353747466,2.4232117719531847,2.0984161189992445,1.982986834930794
91,2.0000000000000004,1.2726997305064505,1.3058757183361813,1.215093148948977,1.1459949511993988
182,1.6,0.985748450993381,1.0643485786201432,0.9132994606972816,0.8644913891638764
364,1.2,0.6910787330104873,0.7317524928471255,0.6538658726415374,0.6232873156597952
