frequencyDays,size5,size10,size20,size50,size100
1,6.234985138557117,6.499751801996151,6.966781632544867,7.209581965739456,7.137928104347358
7,2.377223963406973,2.4193324843879793,2.63952495298528,2.7617251662617535,2.767930546266432
30,1.3434690352452332,1.3207355891415382,1.488063147079445,1.5324430859055298,1.5608121348540214
91,0.7636229869908252,0.7571160200773084,0.8458783587417253,0.9094045543343202,0.9307351718691961
182,0.6591101822232616,0.678069214242366,0.7673409900498246,0.7786230121639262,0.7937505609373915
364,0.5655442573665874,0.5905047600028563,0.6341170553887617,0.6529319459473099,0.6646937076776471
