frequencyDays,size5,size10,size20,size50,size100
1,8.966194294758214,9.948200603282487,11.484102070791579,11.158068093220669,9.784329453348079
7,3.5204904412389793,3.4832933194808016,4.262694361810097,4.265700586089084,3.8937405016082005
30,2.1688533025275785,1.9582174634889236,2.5165926807913426,2.279857921139832,2.200469186267275
91,1.2268269734938697,1.0690457957869226,1.3279944773639012,1.4065925120503018,1.3396238974530437
182,0.9822764972037556,0.8409499954647242,1.1267058479911742,1.0039006030171245,0.9571888632724409
364,0.7507002382893213,0.6520688053626932,0.7935770014252516,0.7642167489782046,0.7371295209014056
