timestamp,readableTimestamp,moonRug10,moonRug20,moonRug50,moonRug100,equalWeight10,equalWeight20,equalWeight50,equalWeight100,squareRoot10,squareRoot20,squareRoot50,squareRoot100,moonRug10_cap20p,moonRug20_cap10p,moonRug20_cap20p,moonRug50_cap5p,moonRug50_cap10p,moonRug50_cap20p,moonRug100_cap5p,moonRug100_cap10p,moonRug100_cap20p
1616716800000,"3/26/2021, 12:00:00 AM",2.03427226,2.07634789,2.13962878,2.2566444,2.80771797,2.81191984,3.06358841,4.1815942,2.45208983,2.54360502,2.7484527,3.37209196,2.66314734,2.84458882,2.61772915,2.92200892,2.8519368,2.6331275,3.26172902,3.08990069,2.81160042
1616803200000,"3/27/2021, 12:00:00 AM",2.18737701,2.23621291,2.30604995,2.44170737,3.0133495,3.05549479,3.31933049,4.58982602,2.64265341,2.75541713,2.97641457,3.68881951,2.89016547,3.08478195,2.84027356,3.16434547,3.09863578,2.85281417,3.55860901,3.37375968,3.0591571
1616889600000,"3/28/2021, 12:00:00 AM",2.20495064,2.25302062,2.32392881,2.4662908,2.99650625,3.05215469,3.34395353,4.68199645,2.6433425,2.75847788,2.99175172,3.74369795,2.8871157,3.08251266,2.84279832,3.17299593,3.10303346,2.86319928,3.59397581,3.40031333,3.08615918
1616976000000,"3/29/2021, 12:00:00 AM",2.19744,2.24539994,2.32004962,2.4646652,3.00527488,3.05060588,3.36038512,4.70848459,2.64103646,2.75399808,2.99975888,3.75878309,2.88250313,3.07744759,2.83566176,3.18242277,3.10725593,2.86080359,3.60355487,3.40676836,3.08543791
1617062400000,"3/30/2021, 12:00:00 AM",2.27948903,2.32660203,2.40586407,2.55998064,3.10162004,3.13998884,3.48748608,4.93092338,2.73051108,2.84048996,3.10773295,3.92019272,2.97502535,3.16732302,2.92836387,3.29037416,3.20666197,2.9653207,3.74205384,3.53404641,3.21085903
1617148800000,"3/31/2021, 12:00:00 AM",2.31462236,2.36242239,2.45039115,2.60480403,3.13191028,3.17903809,3.60271554,5.02891656,2.76409226,2.87783695,3.18671623,3.99565384,3.00438328,3.21201492,2.96201893,3.36781811,3.26507928,3.01806821,3.81422487,3.59043575,3.26208556
1617235200000,"4/1/2021, 12:00:00 AM",2.34347212,2.4009443,2.48911608,2.64764002,3.15906818,3.27257056,3.66031558,5.12909215,2.80152261,2.94870196,3.24557117,4.07337315,3.05924772,3.293257,3.03520411,3.43837134,3.33416822,3.08412204,3.89032672,3.66500999,3.33225336
1617321600000,"4/2/2021, 12:00:00 AM",2.36565524,2.42391854,2.51543461,2.67774114,3.21130977,3.31666847,3.71689479,5.20499349,2.83923085,2.98570541,3.29165113,4.1317214,3.09511271,3.3384915,3.07134011,3.48864616,3.37564849,3.12422807,3.94683206,3.71092975,3.37568901
1617408000000,"4/3/2021, 12:00:00 AM",2.43821365,2.49257209,2.59838866,2.76907607,3.35474882,3.40175043,3.89109766,5.40404257,2.95376462,3.07576324,3.43199279,4.29354805,3.22831679,3.44906527,3.18454673,3.63087082,3.51472489,3.25823581,4.10165543,3.86065552,3.51768379
1617494400000,"4/4/2021, 12:00:00 AM",2.36492133,2.42065692,2.52230779,2.67756266,3.26582761,3.33140563,3.77314814,5.14978732,2.87940448,3.00618139,3.33770343,4.11852665,3.16589325,3.38555627,3.11660988,3.5385493,3.43974322,3.17442306,3.9615314,3.7412177,3.40052892
1617580800000,"4/5/2021, 12:00:00 AM",2.42845727,2.49348989,2.61367254,2.79076417,3.39024551,3.49907357,4.00784833,5.51022027,2.97527886,3.13043329,3.51672009,4.37938619,3.26813202,3.52444566,3.22901644,3.73352606,3.60005025,3.308568,4.19538836,3.93807716,3.56208817
1617667200000,"4/6/2021, 12:00:00 AM",2.52184913,2.59271601,2.71824972,2.90423833,3.65204123,3.70646755,4.17889824,5.72097637,3.16931689,3.31634101,3.68992914,4.57132124,3.50306038,3.79547846,3.4313265,3.94446625,3.82503277,3.4829233,4.42089148,4.1537594,3.72946828
1617753600000,"4/7/2021, 12:00:00 AM",2.57544055,2.64158772,2.77027979,2.9510802,3.83594616,3.79383612,4.263572,5.7599006,3.29667667,3.40700046,3.77648744,4.62512356,3.64559414,3.93823092,3.53823152,4.0440327,3.94506941,3.57345647,4.50211643,4.24270402,3.79668242
1617840000000,"4/8/2021, 12:00:00 AM",2.43417624,2.50139979,2.6179535,2.78995601,3.56121149,3.59077247,4.02549149,5.46771307,3.0795215,3.21209312,3.55588147,4.37560735,3.4023304,3.69306758,3.32204404,3.8018158,3.69740318,3.35764046,4.24460015,3.9925616,3.57900928
1617926400000,"4/9/2021, 12:00:00 AM",2.54317392,2.61155135,2.74327689,2.9332077,3.74165295,3.75013476,4.26210624,5.82052109,3.23342087,3.36076488,3.75217782,4.64340984,3.57545714,3.87617551,3.48193801,4.0095709,3.89843973,3.52991081,4.49438376,4.21787796,3.77160407
1618012800000,"4/10/2021, 12:00:00 AM",2.54221752,2.61388939,2.75026768,2.94752856,3.71758159,3.76285289,4.30327337,5.89557063,3.22360503,3.36594743,3.7757885,4.69277403,3.56552375,3.8779472,3.48096987,4.03305059,3.91646153,3.53718938,4.53402176,4.24305296,3.7891281
1618099200000,"4/11/2021, 12:00:00 AM",2.68569232,2.75911694,2.88514251,3.06783827,3.96602277,3.96939118,4.40547364,5.91826363,3.44329227,3.57182131,3.92167065,4.77562516,3.84383073,4.12872244,3.7237599,4.19920488,4.15291974,3.73218836,4.66770148,4.42784401,3.94594473
1618185600000,"4/12/2021, 12:00:00 AM",2.71723898,2.79466989,2.9299621,3.1072723,4.03895349,4.05101126,4.51879486,5.96022205,3.496819,3.63415959,4.00946535,4.82701789,3.89540702,4.2030408,3.77687619,4.29508832,4.23616184,3.79343562,4.73391613,4.48679485,3.99211087
1618272000000,"4/13/2021, 12:00:00 AM",2.79174753,2.85916004,2.98558192,3.1641648,4.20254897,4.1015713,4.52737611,5.98752422,3.62806547,3.7151692,4.05290592,4.87385708,4.04966352,4.31264945,3.89192421,4.33892694,4.34565786,3.87640165,4.79491732,4.59550474,4.06609382
1618358400000,"4/14/2021, 12:00:00 AM",2.99977675,3.07847909,3.19502162,3.36354502,4.48739079,4.42552565,4.72273222,6.14147549,3.90186739,4.01312575,4.28865863,5.07017745,4.41476157,4.6446013,4.23444629,4.59796202,4.6503684,4.17386413,5.03054566,4.89196298,4.33883442
1618444800000,"4/15/2021, 12:00:00 AM",3.03872412,3.13085559,3.26557695,3.45029884,4.59634938,4.5680767,4.93539483,6.41465118,3.97047572,4.11362424,4.44085822,5.26991974,4.48416378,4.73696698,4.32092575,4.7626941,4.76842028,4.28054591,5.2067726,5.0307159,4.46308615
1618531200000,"4/16/2021, 12:00:00 AM",3.06670531,3.17625063,3.32986573,3.54392362,4.73612005,4.75470263,5.15878716,6.79803416,4.03093966,4.22092718,4.5958515,5.52994853,4.49755551,4.83095063,4.36997972,4.94192849,4.87336211,4.35826778,5.42500775,5.16775972,4.58138545
1618617600000,"4/17/2021, 12:00:00 AM",3.07403844,3.20980034,3.36893957,3.58437449,5.06318479,5.05191437,5.32568375,6.88984035,4.17338706,4.39973952,4.73882395,5.63468984,4.54983913,5.03018787,4.44064322,5.17201193,4.97384627,4.41417206,5.59980001,5.24949539,4.6209089
1618704000000,"4/18/2021, 12:00:00 AM",2.96728791,3.10567165,3.27215902,3.50428559,4.82645857,4.88638833,5.23359997,6.90983525,3.99836596,4.24870299,4.62631176,5.592676,4.36764705,4.84368381,4.28367142,5.0335592,4.82265957,4.28100247,5.49749986,5.13635874,4.51627685
1618790400000,"4/19/2021, 12:00:00 AM",2.81209314,2.94894033,3.10061925,3.31314442,4.59702833,4.67752613,4.9205927,6.47102066,3.80424778,4.05369988,4.3734641,5.25842073,4.15183668,4.62554717,4.07623097,4.77661799,4.57340121,4.05993135,5.19778401,4.85389728,4.27030341
1618876800000,"4/20/2021, 12:00:00 AM",2.79861796,2.91734862,3.04376749,3.22428115,4.57086921,4.56183247,4.69315787,6.07289663,3.79348975,3.98833179,4.22908374,4.9986353,4.13799621,4.59999013,4.03025862,4.63503583,4.49341967,3.9805477,5.01115082,4.70973796,4.14750343
1618963200000,"4/21/2021, 12:00:00 AM",2.86545849,2.99425982,3.12757363,3.31128876,4.63181375,4.6726589,4.83513278,6.22857469,3.85706539,4.08133122,4.34424098,5.1250543,4.21275437,4.67627115,4.12612217,4.75356136,4.60373368,4.0867861,5.12610691,4.8193432,4.25811689
1619049600000,"4/22/2021, 12:00:00 AM",2.78525049,2.9078677,3.04320111,3.22736906,4.48136795,4.51911442,4.73419879,6.11888149,3.73583211,3.94951887,4.23254047,5.01334487,4.0812302,4.5174009,4.00132979,4.6153345,4.4605961,3.9776777,4.9879466,4.68326775,4.15511289
1619136000000,"4/23/2021, 12:00:00 AM",2.68333006,2.79648502,2.92178392,3.08820138,4.27107842,4.31407636,4.52088787,5.78396286,3.56688829,3.76978579,4.03824481,4.75150321,3.89228538,4.29051375,3.82707137,4.38922215,4.23773384,3.81189724,4.72498434,4.44512756,3.97642892
1619222400000,"4/24/2021, 12:00:00 AM",2.63875957,2.75076148,2.874096,3.04245465,4.17775716,4.23181716,4.44617484,5.72117324,3.50220443,3.70465674,3.97145417,4.69262513,3.83194239,4.22469687,3.76684863,4.31414565,4.17619802,3.75040542,4.65869968,4.38765285,3.91765049
1619308800000,"4/25/2021, 12:00:00 AM",2.54313834,2.64696416,2.76682484,2.91816845,4.02414553,4.06431337,4.26981803,5.42743271,3.3765961,3.56227167,3.82113394,4.47311647,3.69733211,4.07345794,3.62571617,4.15541144,4.02525252,3.61071353,4.46446958,4.20865767,3.7567939
1619395200000,"4/26/2021, 12:00:00 AM",2.54048802,2.64783349,2.76956396,2.91769223,4.01813184,4.06945146,4.27401986,5.39890488,3.36782347,3.56207765,3.82328845,4.4570658,3.68162445,4.05640387,3.62143937,4.15454313,4.01585835,3.61136758,4.44658659,4.19413809,3.75286404
1619481600000,"4/27/2021, 12:00:00 AM",2.81315686,2.92672491,3.06364089,3.24559677,4.46605134,4.4980888,4.74704854,6.12520114,3.74074495,3.93974122,4.23806162,5.01568795,4.09615132,4.48736069,4.01298045,4.5960141,4.45431683,4.00110919,4.9676506,4.68307253,4.18153345
1619568000000,"4/28/2021, 12:00:00 AM",2.90790971,3.02714627,3.18181788,3.39050124,4.61261403,4.65215408,4.99384,6.52715844,3.8646148,4.07398791,4.42870521,5.30569515,4.22940631,4.63240851,4.14755446,4.78871955,4.62779523,4.15389812,5.21241151,4.89798057,4.36696335
1619654400000,"4/29/2021, 12:00:00 AM",2.965942,3.0773092,3.22301774,3.41834206,4.74190723,4.69890637,4.98819616,6.44396537,3.95835722,4.13299519,4.45312546,5.27757294,4.31670705,4.71553395,4.21513669,4.82720761,4.67470479,4.20595664,5.22720554,4.92010462,4.39954762
1619740800000,"4/30/2021, 12:00:00 AM",2.98205925,3.0900541,3.23851257,3.42677767,4.76167797,4.68939798,5.00267526,6.37625608,3.98414896,4.14240891,4.46939505,5.25133248,4.35097785,4.73664601,4.236555,4.83953347,4.70647861,4.22497313,5.22103753,4.93184357,4.40275789
1619827200000,"5/1/2021, 12:00:00 AM",3.12986354,3.24493482,3.39892176,3.5988345,5.00522415,4.94502781,5.2643137,6.74611533,4.19134065,4.36411623,4.70291727,5.54258385,4.59748881,4.99698286,4.46900458,5.09317645,4.97486843,4.44728354,5.50466584,5.21132211,4.63518165
1619913600000,"5/2/2021, 12:00:00 AM",3.23363456,3.35434461,3.52362317,3.72320148,5.15521676,5.09468691,5.46791618,6.91965646,4.32844091,4.50617566,4.88070323,5.70536427,4.7507849,5.16146009,4.61873158,5.28152999,5.14837196,4.60725664,5.67799545,5.37430158,4.7880062
1620000000000,"5/3/2021, 12:00:00 AM",3.18807312,3.31517898,3.48567188,3.68102176,5.08132052,5.07831978,5.43189684,6.83903771,4.26021745,4.46426802,4.83808091,5.64030428,4.66083331,5.09045271,4.5512699,5.23498257,5.07510163,4.54855621,5.61129261,5.29587371,4.72566441
1620086400000,"5/4/2021, 12:00:00 AM",3.44349089,3.55486103,3.72876423,3.9184371,5.34985909,5.24208765,5.67691381,7.05172694,4.53187807,4.68114144,5.07968462,5.86220014,4.9514551,5.33761663,4.81817502,5.46636519,5.33046591,4.8251148,5.84151759,5.54717059,4.99722016
1620172800000,"5/5/2021, 12:00:00 AM",3.35636952,3.45892798,3.61603506,3.78451768,5.29661658,5.07329305,5.41284475,6.63439816,4.46146206,4.56316853,4.89404498,5.57972188,4.86954689,5.24780723,4.71019527,5.28765388,5.19508913,4.6836084,5.61455738,5.36390866,4.820666
1620259200000,"5/6/2021, 12:00:00 AM",3.72075668,3.8376009,4.01013453,4.19128675,5.97402044,5.67240207,5.97073108,7.25646772,4.99905466,5.09912725,5.43089678,6.14901198,5.45109967,5.87125836,5.25489429,5.89174264,5.80310601,5.20177154,6.22743255,5.97009193,5.33437941
1620345600000,"5/7/2021, 12:00:00 AM",3.68730741,3.8249635,4.01089421,4.21179282,6.00451434,5.80339729,6.0823306,7.45522969,4.98600404,5.14452128,5.49561129,6.27449276,5.39955884,5.89830174,5.23230163,5.97519328,5.79956869,5.19473242,6.33223502,6.0029237,5.35001516
1620432000000,"5/8/2021, 12:00:00 AM",3.74531526,3.87416897,4.05210176,4.25529603,6.02881806,5.79513478,6.07404007,7.51047827,5.05305416,5.18412483,5.51691419,6.31908426,5.52872629,5.97555395,5.32877945,5.98377925,5.89028742,5.26765911,6.36820479,6.09584564,5.42182777
1620518400000,"5/9/2021, 12:00:00 AM",3.85309851,3.97470409,4.14904506,4.34411442,6.02573458,5.8208734,6.14877358,7.57114949,5.09046088,5.2243507,5.5762256,6.36965919,5.54847154,5.9723775,5.37729911,6.01837323,5.89777543,5.34452608,6.39475046,6.10885353,5.50677417
1620604800000,"5/10/2021, 12:00:00 AM",3.86987529,3.9911415,4.16992893,4.36412382,6.11093981,5.85685065,6.19463843,7.59443909,5.12699638,5.25048683,5.61135234,6.39431453,5.54770726,6.00075252,5.38021757,6.06841452,5.91007359,5.35553292,6.43168185,6.11524979,5.51620736
1620691200000,"5/11/2021, 12:00:00 AM",3.70545328,3.8123015,3.980532,4.17411283,5.67582612,5.471899,5.87105191,7.28354339,4.80798949,4.92681039,5.30009007,6.09747616,5.18918819,5.56923672,5.05709949,5.69474269,5.52906679,5.06566182,6.07301953,5.76112654,5.24892547
1620777600000,"5/12/2021, 12:00:00 AM",3.8979252,4.01911426,4.21212626,4.42189513,6.01531567,5.83170429,6.29259001,7.75904033,5.07738258,5.22209141,5.65048658,6.48979063,5.46661157,5.89308992,5.33190904,6.0660764,5.86424506,5.35217224,6.45401568,6.10832261,5.54404441
1620864000000,"5/13/2021, 12:00:00 AM",3.66274474,3.76522162,3.95735891,4.15481589,5.46775371,5.29018918,5.85615316,7.21285002,4.68501523,4.79632694,5.25196982,6.03484097,5.0440001,5.40604383,4.91681494,5.60155551,5.41931655,4.9660603,5.97365568,5.65559287,5.15109037
1620950400000,"5/14/2021, 12:00:00 AM",3.65206107,3.74619964,3.92044653,4.10242326,5.70839312,5.34592509,5.77295026,7.01847831,4.82553648,4.87002208,5.23659633,5.94352723,5.22715007,5.62016696,5.02615114,5.63801838,5.52519201,5.00178453,5.98876899,5.71575817,5.14470915
1621036800000,"5/15/2021, 12:00:00 AM",3.96081944,4.0578383,4.23946638,4.43585247,6.0994758,5.69362248,6.1222557,7.47675318,5.18233273,5.21585891,5.58608603,6.34638205,5.58394109,5.99326443,5.36871261,6.01025883,5.88954316,5.33867254,6.3923705,6.09525335,5.49295518
1621123200000,"5/16/2021, 12:00:00 AM",3.75411283,3.84938245,4.02970775,4.21795268,5.87455073,5.46678274,5.86467452,7.11447339,4.98489693,5.00757701,5.35767888,6.0625186,5.39831612,5.82760661,5.16206347,5.77625943,5.70054731,5.11146273,6.13685335,5.87644045,5.24338259
1621209600000,"5/17/2021, 12:00:00 AM",3.73550066,3.83952967,4.02603682,4.21241473,5.88829675,5.51412155,5.90788906,7.11439832,4.98865489,5.03042662,5.38681763,6.07210368,5.40752053,5.86001777,5.17178334,5.81276279,5.73289978,5.11785588,6.15769182,5.89734495,5.24118975
1621296000000,"5/18/2021, 12:00:00 AM",3.51495297,3.62073787,3.80535606,3.98401332,5.57618282,5.25355737,5.63458628,6.75264476,4.72086324,4.77579683,5.12562664,5.76815922,5.12994092,5.57406775,4.90227617,5.53163904,5.45727461,4.84974717,5.85258173,5.60859995,4.96324117
1621382400000,"5/19/2021, 12:00:00 AM",3.57640749,3.71497135,3.90507135,4.10212052,5.64466005,5.46541796,5.80610825,7.01197209,4.78346,4.91973813,5.26665813,5.96410935,5.18398154,5.66837899,4.99200598,5.68705402,5.56496119,4.93966004,6.02517999,5.73921592,5.07035109
1621468800000,"5/20/2021, 12:00:00 AM",2.67431113,2.7490369,2.85968949,2.98383577,4.24082183,3.99567513,4.16665313,5.0105008,3.59145193,3.63090015,3.82449713,4.29800637,3.94012875,4.24513955,3.76529684,4.13197033,4.13100255,3.69908223,4.37643483,4.24035387,3.78109571
1621555200000,"5/21/2021, 12:00:00 AM",2.96551941,3.05046034,3.16678224,3.31144198,4.69902274,4.43544121,4.5612903,5.56869187,3.99200459,4.03668688,4.21821988,4.77304253,4.40192769,4.73426498,4.19631107,4.56270963,4.59926208,4.10467512,4.85413177,4.72618189,4.19986497
1621641600000,"5/22/2021, 12:00:00 AM",2.60185826,2.68949315,2.79189283,2.92858411,4.25736472,4.05747978,4.0876486,5.04363597,3.54255783,3.61839575,3.76348194,4.29096837,3.85571162,4.19403771,3.70069785,4.09839792,4.06156033,3.6240085,4.35571499,4.1912221,3.72125483
1621728000000,"5/23/2021, 12:00:00 AM",2.48784663,2.55714812,2.65098133,2.77787169,4.09774358,3.82223241,3.85139776,4.77170675,3.39076672,3.42588589,3.56002908,4.06361844,3.67685454,3.98368264,3.5204637,3.8902825,3.85108072,3.45039241,4.13740383,3.97702045,3.54484721
1621814400000,"5/24/2021, 12:00:00 AM",2.25344278,2.30777635,2.38302118,2.47951684,3.71789174,3.42331684,3.40971362,4.14260865,3.06803313,3.07901613,3.17465532,3.56646705,3.31487832,3.58531426,3.17095339,3.48075017,3.45590345,3.1018958,3.66842169,3.53720699,3.16761825
1621900800000,"5/25/2021, 12:00:00 AM",2.71504312,2.80760701,2.90031935,3.0245733,4.35900994,4.19273415,4.14477091,5.06213309,3.64782915,3.74107509,3.85051671,4.34331898,3.97010265,4.30104122,3.82727994,4.19565639,4.1603789,3.74307429,4.42815044,4.27579906,3.82963941
1621987200000,"5/26/2021, 12:00:00 AM",2.7092135,2.81059684,2.90429714,3.03064986,4.27100269,4.18963956,4.15865853,5.07732955,3.60350896,3.73100309,3.85005201,4.34927134,3.93065365,4.2704083,3.81053569,4.18116027,4.13792373,3.73410177,4.41916769,4.26046375,3.82600679
1622073600000,"5/27/2021, 12:00:00 AM",2.9067331,3.03434888,3.13221703,3.27906366,4.56779614,4.56365486,4.46751057,5.53697689,3.86112202,4.04307486,4.14723214,4.72393828,4.21420656,4.59624125,4.10410439,4.51360255,4.45910441,4.01271092,4.78372104,4.60386927,4.12128457
1622160000000,"5/28/2021, 12:00:00 AM",2.78031412,2.8996994,3.00030256,3.1380729,4.39321178,4.37070063,4.31571242,5.32221804,3.70158874,3.86938361,3.99198712,4.53533894,4.03143734,4.40160442,3.92651232,4.34811372,4.27617716,3.8497913,4.59622481,4.41144846,3.95124477
1622246400000,"5/29/2021, 12:00:00 AM",2.53007131,2.63936983,2.73079472,2.85535415,4.0568112,4.01646994,3.94815945,4.84059418,3.40008776,3.54849578,3.65347438,4.13800963,3.69248053,4.05755265,3.59060835,3.99353503,3.92086425,3.5153543,4.21487621,4.03763299,3.60293085
1622332800000,"5/30/2021, 12:00:00 AM",2.41526644,2.51053064,2.60029038,2.71995213,3.88762748,3.80436005,3.7642991,4.63450519,3.25127789,3.37045406,3.48236685,3.95380426,3.52691305,3.86731352,3.42087204,3.80765322,3.73771837,3.35452252,4.02599801,3.85290209,3.44091031
1622419200000,"5/31/2021, 12:00:00 AM",2.51295541,2.61269072,2.7026079,2.82755586,4.02263882,3.94293177,3.89252157,4.79789923,3.37830986,3.50199543,3.60843932,4.09850291,3.67673211,4.02294421,3.5615966,3.94042829,3.88894354,3.48556,4.17224835,4.00720353,3.57425499
1622505600000,"6/1/2021, 12:00:00 AM",2.77998013,2.88725037,2.98046088,3.11095686,4.38037462,4.29566029,4.22319184,5.17292119,3.70467285,3.83420897,3.93486095,4.44450961,4.03915511,4.39504461,3.90874363,4.2862472,4.25287588,3.81940449,4.52773599,4.37173913,3.90855193
1622592000000,"6/2/2021, 12:00:00 AM",2.80024965,2.89679815,2.9851512,3.10984303,4.44088644,4.27768573,4.17999661,5.09396784,3.75776807,3.8468241,3.92529814,4.40850658,4.10569723,4.45834903,3.94227919,4.27869004,4.29385003,3.83586099,4.51526672,4.39485942,3.91161803
1622678400000,"6/3/2021, 12:00:00 AM",2.94171601,3.03225695,3.13095664,3.25855715,4.67731599,4.43918313,4.40006093,5.3162711,3.95992704,4.01753709,4.12189298,4.60861632,4.32912735,4.6810648,4.13421299,4.48162773,4.51960944,4.02196876,4.72311579,4.61448636,4.09312645
1622764800000,"6/4/2021, 12:00:00 AM",3.01997199,3.12825775,3.24404393,3.3838319,4.77539304,4.63623876,4.6413875,5.62051638,4.04078388,4.1530729,4.3036234,4.83492422,4.40605508,4.78582442,4.24041448,4.67373323,4.64628853,4.15135223,4.92661798,4.76362719,4.23935622
1622851200000,"6/5/2021, 12:00:00 AM",2.84275184,2.9376455,3.04281108,3.16922622,4.49502309,4.32961492,4.32601699,5.22988854,3.80620888,3.89263711,4.0245473,4.50928189,4.15340434,4.49679119,3.98762077,4.3744117,4.36408867,3.89891169,4.60488885,4.46631482,3.9755813
1622937600000,"6/6/2021, 12:00:00 AM",2.76165344,2.85306446,2.95290946,3.07544667,4.36301648,4.19976375,4.17907523,5.0471399,3.69583005,3.77737264,3.89603071,4.36226505,4.02681925,4.36458669,3.86535618,4.23682366,4.22969154,3.77618968,4.46057707,4.32744448,3.84950438
1623024000000,"6/7/2021, 12:00:00 AM",2.8275485,2.92101861,3.02232135,3.14802121,4.43214957,4.27888073,4.26586984,5.15868215,3.76432947,3.8513791,3.97491726,4.4550988,4.10194738,4.43943908,3.94191416,4.31595931,4.30631154,3.85385627,4.54666627,4.40975236,3.93143688
1623110400000,"6/8/2021, 12:00:00 AM",2.65097101,2.73370257,2.82909723,2.94388531,4.13539357,3.9775851,3.9934793,4.79917741,3.51307616,3.58621022,3.71224827,4.14973004,3.81414614,4.12793172,3.66944443,4.02532653,4.0041985,3.59434577,4.23636214,4.100199,3.66634614
1623196800000,"6/9/2021, 12:00:00 AM",2.62629415,2.71082575,2.80425222,2.92156604,4.12356562,3.97103393,3.96888787,4.78202874,3.49599224,3.57316742,3.69092936,4.13510583,3.79640479,4.11891472,3.65249133,4.00971271,3.98725547,3.5736053,4.22680332,4.08658792,3.64810464
1623283200000,"6/10/2021, 12:00:00 AM",2.72324342,2.8064696,2.90819183,3.03193109,4.30576677,4.1264609,4.1604593,5.03776001,3.64153289,3.71327131,3.85674534,4.3362755,3.97690647,4.29140388,3.82095731,4.19015749,4.17175974,3.7455626,4.42502663,4.28203451,3.82826868
1623369600000,"6/11/2021, 12:00:00 AM",2.6014747,2.6721799,2.77038707,2.88559514,4.14077784,3.90965016,3.96991996,4.79844636,3.49069553,3.53264025,3.67924553,4.13050181,3.80447573,4.10246888,3.64606033,4.00238113,3.98256128,3.57772652,4.2248984,4.08460235,3.65425733
1623456000000,"6/12/2021, 12:00:00 AM",2.48559213,2.5449272,2.63563127,2.74066708,3.97586945,3.70640002,3.76322979,4.52540132,3.34736997,3.36457788,3.49988405,3.91536632,3.65559661,3.93234395,3.49346088,3.81432408,3.81304268,3.42550472,4.02660641,3.90216703,3.49418358
1623542400000,"6/13/2021, 12:00:00 AM",2.50862217,2.57421706,2.65964807,2.76139241,3.98220787,3.75124373,3.75100425,4.4860295,3.36441952,3.3980228,3.50668456,3.90363039,3.66876689,3.95301978,3.51270483,3.82315499,3.82560666,3.43603034,4.0241216,3.90649659,3.49853536
1623628800000,"6/14/2021, 12:00:00 AM",2.62487238,2.69416747,2.78661667,2.89295017,4.16189628,3.93700105,3.96664013,4.7304126,3.51715838,3.56010665,3.69120539,4.10900873,3.85235102,4.13746089,3.69170995,4.01831592,4.01653663,3.6178184,4.22779932,4.10711075,3.68574899
1623715200000,"6/15/2021, 12:00:00 AM",2.68413903,2.75784958,2.85343681,2.9639365,4.28521465,4.05868345,4.08454535,4.8692329,3.60366559,3.65539705,3.79191026,4.22490607,3.93593051,4.2311627,3.77816883,4.13699808,4.10999425,3.70569169,4.35196572,4.20738052,3.77873139
1623801600000,"6/16/2021, 12:00:00 AM",2.65592701,2.72882471,2.83204132,2.94477378,4.21757506,4.00420399,4.09634811,4.87865984,3.55646008,3.60990293,3.77912724,4.21811459,3.89076115,4.1776061,3.73603367,4.11086246,4.07655993,3.67645915,4.32665922,4.17904564,3.75332342
1623888000000,"6/17/2021, 12:00:00 AM",2.5017427,2.5714615,2.67290307,2.78525789,4.01340652,3.79783052,3.89280811,4.66746337,3.37190001,3.42018276,3.58721128,4.02260215,3.68060449,3.97263045,3.53203544,3.91216871,3.86848237,3.47628923,4.1277955,3.97188129,3.55383842
1623974400000,"6/18/2021, 12:00:00 AM",2.51011074,2.58257165,2.68595309,2.7997943,4.02420993,3.82111481,3.92745844,4.71113585,3.38240701,3.43766944,3.61091591,4.05165517,3.69317502,3.98979533,3.54680638,3.93413248,3.88851802,3.49188159,4.15010232,3.99288959,3.57016027
1624060800000,"6/19/2021, 12:00:00 AM",2.40583181,2.47154543,2.56668197,2.67170453,3.87746072,3.64668121,3.72785382,4.45019468,3.25443409,3.29113839,3.44162468,3.84523866,3.54477691,3.83258226,3.3957821,3.75649547,3.72696276,3.33497465,3.95839395,3.81283738,3.40254405
1624147200000,"6/20/2021, 12:00:00 AM",2.35507363,2.41950598,2.51414724,2.62388553,3.79591842,3.57209163,3.6552464,4.42924765,3.18602736,3.22319181,3.37457105,3.8032766,3.47151532,3.75321002,3.32660402,3.68445273,3.65650365,3.26900566,3.90014391,3.75028469,3.34415895
1624233600000,"6/21/2021, 12:00:00 AM",2.39666643,2.46137771,2.55349694,2.66632569,3.84621721,3.61882014,3.689814,4.48441218,3.23201587,3.26861759,3.41216556,3.85324099,3.52229939,3.79870329,3.37602978,3.72165082,3.69888531,3.31460428,3.94690062,3.79954102,3.39398686
1624320000000,"6/22/2021, 12:00:00 AM",2.02037697,2.06569771,2.13079994,2.21743795,3.2062416,2.98707326,3.01871742,3.67532085,2.70018025,2.71372966,2.81022207,3.16722891,2.94590971,3.14479381,2.82304397,3.05781287,3.07208445,2.76678325,3.2478178,3.15143341,2.83007234
1624406400000,"6/23/2021, 12:00:00 AM",1.96716335,2.00627322,2.06440985,2.14022123,3.11319724,2.87607675,2.89431263,3.493451,2.62387206,2.62474104,2.70723332,3.0279294,2.86873014,3.05001531,2.74490816,2.94388515,2.97291294,2.68661853,3.11723683,3.04138255,2.73985849
1624492800000,"6/24/2021, 12:00:00 AM",2.12592115,2.17267311,2.23750577,2.32328251,3.40385424,3.14984625,3.14862092,3.8081003,2.86290188,2.86818638,2.95060737,3.30338507,3.12495014,3.35032081,2.98630833,3.22058724,3.25109994,2.91684281,3.41210753,3.31897944,2.97367957
1624579200000,"6/25/2021, 12:00:00 AM",2.19944544,2.24865052,2.31715861,2.40516768,3.54630179,3.27634957,3.27443021,3.93852676,2.97933377,2.98278049,3.0679325,3.42417418,3.25489495,3.49764754,3.10502096,3.35037404,3.38934249,3.02827492,3.54465762,3.4514725,3.08262107
