timestamp,readableTimestamp,moonRug10,moonRug20,moonRug50,moonRug100,equalWeight10,equalWeight20,equalWeight50,equalWeight100,squareRoot10,squareRoot20,squareRoot50,squareRoot100,moonRug10_cap20p,moonRug20_cap10p,moonRug20_cap20p,moonRug50_cap5p,moonRug50_cap10p,moonRug50_cap20p,moonRug100_cap5p,moonRug100_cap10p,moonRug100_cap20p
1624665600000,"6/26/2021, 12:00:00 AM",2.06608184,2.10866858,2.17201408,2.25226408,3.35622071,3.06266528,3.05263216,3.6569589,2.81050398,2.79773351,2.87104931,3.1928138,3.06030269,3.29183443,2.91271998,3.13752376,3.185879,2.83686731,3.31584959,3.2394361,2.88247025
1624752000000,"6/27/2021, 12:00:00 AM",2.03897309,2.08107941,2.14224289,2.2213095,3.31540623,3.02835759,3.00397697,3.60525231,2.77437392,2.76332449,2.83018271,3.14926941,3.02090456,3.2522062,2.87627992,3.09537971,3.1437343,2.80027564,3.27330548,3.1984668,2.84572726
1624838400000,"6/28/2021, 12:00:00 AM",2.16216129,2.20800802,2.27198904,2.35511293,3.47439427,3.20308131,3.17289132,3.82049,2.9220839,2.92095314,2.99179438,3.33369472,3.19355825,3.42919522,3.04661219,3.27059103,3.31691471,2.96981304,3.46001006,3.37628515,3.02099416
1624924800000,"6/29/2021, 12:00:00 AM",2.19398963,2.24672003,2.31783399,2.40789783,3.48068869,3.26667932,3.28150292,3.94797972,2.93699567,2.9617007,3.0607567,3.42522744,3.20718201,3.44344941,3.07563441,3.33494108,3.34614332,3.01242436,3.5312089,3.42008981,3.07499784
1625011200000,"6/30/2021, 12:00:00 AM",2.27641776,2.33704135,2.4116502,2.51030433,3.59742735,3.42238933,3.40116297,4.15013728,3.04278494,3.08906024,3.18432686,3.58831437,3.32932364,3.58428624,3.20077465,3.47888845,3.48056647,3.13618582,3.69268606,3.56633386,3.20820796
1625097600000,"7/1/2021, 12:00:00 AM",2.30800716,2.36607218,2.44325354,2.54716485,3.5931116,3.41264138,3.43613266,4.21947353,3.05575782,3.09567706,3.20763996,3.63382267,3.34152013,3.57809057,3.21399838,3.48899045,3.48871488,3.15737765,3.71649507,3.58661728,3.2385301
1625184000000,"7/2/2021, 12:00:00 AM",2.20249558,2.25348966,2.32831736,2.42946314,3.4760581,3.25095626,3.28134679,4.0416552,2.93938352,2.95737961,3.06578246,3.47872112,3.2084683,3.43688044,3.07468251,3.33807005,3.34970334,3.01709217,3.56280078,3.44199262,3.09380973
1625270400000,"7/3/2021, 12:00:00 AM",2.22124638,2.27008288,2.34494109,2.44678995,3.49741099,3.25719139,3.29799305,4.06548355,2.95921584,2.97017094,3.08119226,3.49841643,3.23114231,3.44992132,3.0939381,3.35023203,3.36723874,3.03642957,3.5787526,3.4611599,3.11454813
1625356800000,"7/4/2021, 12:00:00 AM",2.27242884,2.32440742,2.4007404,2.50420964,3.55642593,3.33583601,3.3792446,4.16115497,3.0175228,3.03796706,3.15278719,3.57811387,3.29973334,3.52145695,3.16386174,3.42423891,3.43815027,3.10640919,3.65569046,3.53429217,3.18678891
1625443200000,"7/5/2021, 12:00:00 AM",2.3445349,2.3967717,2.47447317,2.58171376,3.63869839,3.41278385,3.4714246,4.28824143,3.09794835,3.11666346,3.23744993,3.68128647,3.39210299,3.60527231,3.25219975,3.50808175,3.5255197,3.19464436,3.74945617,3.63004277,3.28009244
1625529600000,"7/6/2021, 12:00:00 AM",2.26522702,2.31450148,2.39856886,2.50669747,3.53194974,3.2965064,3.41740973,4.21618723,3.00271409,3.01399178,3.16270547,3.60307349,3.28665582,3.4928184,3.14637247,3.42034264,3.43301385,3.09864447,3.65906402,3.5357107,3.18399996
1625616000000,"7/7/2021, 12:00:00 AM",2.32718656,2.37617683,2.46081121,2.57505355,3.60981993,3.36276082,3.49067965,4.34735245,3.06973288,3.07819074,3.22981812,3.69970514,3.35390205,3.55366547,3.2125277,3.48615429,3.49641391,3.16579814,3.73958823,3.61185409,3.25993073
1625702400000,"7/8/2021, 12:00:00 AM",2.32371152,2.37437871,2.45949504,2.57799491,3.60793609,3.36832657,3.49766509,4.39129543,3.06519024,3.07831109,3.23139755,3.72047956,3.34792349,3.54541053,3.20877909,3.48755468,3.49396874,3.16235679,3.74776131,3.61681534,3.26182344
1625788800000,"7/9/2021, 12:00:00 AM",2.19514172,2.24340602,2.32488856,2.4358842,3.43933274,3.20177605,3.32617337,4.16644374,2.91617216,2.92605442,3.07196261,3.53078196,3.19108139,3.38703086,3.05396607,3.32072201,3.33663868,3.00594728,3.56647804,3.44649295,3.09592733
1625875200000,"7/10/2021, 12:00:00 AM",2.231228,2.27934869,2.36973596,2.48614248,3.50493113,3.25496271,3.42996095,4.30118416,2.96839395,2.97544653,3.15071202,3.63038585,3.24862015,3.44874661,3.10771551,3.40389715,3.40622935,3.06832543,3.65888621,3.52358451,3.164549
1625961600000,"7/11/2021, 12:00:00 AM",2.20657317,2.25232302,2.34163024,2.45636815,3.46295389,3.20634659,3.38539047,4.25036342,2.93583537,2.93722204,3.11163917,3.58661132,3.21682205,3.4084419,3.07407442,3.36023474,3.37040918,3.03439092,3.61399101,3.48555017,3.12891234
1626048000000,"7/12/2021, 12:00:00 AM",2.22413714,2.26945998,2.36220999,2.48108779,3.48812073,3.22679953,3.4303843,4.322891,2.95806974,2.95785998,3.14545524,3.63782431,3.24361388,3.43275242,3.09906268,3.39439579,3.40089216,3.06337886,3.65805856,3.52349693,3.16359561
1626134400000,"7/13/2021, 12:00:00 AM",2.16614843,2.20829003,2.30086619,2.41413585,3.42482734,3.14151113,3.35412607,4.19029876,2.89765687,2.88632114,3.07396808,3.53694338,3.17568284,3.36523135,3.02696153,3.31923671,3.33270121,2.98926692,3.56878078,3.44306227,3.07981615
1626220800000,"7/14/2021, 12:00:00 AM",2.09881868,2.13711064,2.22745835,2.33670805,3.33220348,3.03575806,3.24971386,4.06197187,2.8155126,2.79542641,2.97987986,3.42847934,3.08628849,3.26954942,2.93744982,3.21961628,3.23898912,2.90000239,3.46319718,3.34564662,2.98640796
1626307200000,"7/15/2021, 12:00:00 AM",2.11656242,2.15486395,2.24147304,2.35156708,3.34238425,3.0490818,3.24475563,4.07962041,2.82843172,2.80960662,2.98326348,3.44114691,3.10057202,3.28048334,2.95385991,3.22186032,3.24496473,2.91402482,3.47209816,3.35559003,3.00362346
1626393600000,"7/16/2021, 12:00:00 AM",2.06888604,2.10216228,2.18708911,2.29290465,3.27948441,2.95904809,3.15897838,3.96168764,2.77252298,2.73852751,2.90878989,3.34746002,3.0423463,3.20332015,2.88977024,3.13816504,3.18068286,2.84669718,3.37931102,3.28284706,2.92900187
1626480000000,"7/17/2021, 12:00:00 AM",2.00943816,2.03978121,2.11900232,2.21573438,3.16971025,2.85535794,3.0429966,3.78554692,2.68491778,2.64856698,2.80776723,3.21264017,2.9492045,3.09944697,2.80160139,3.02767594,3.0748446,2.7588875,3.25202649,3.16844972,2.83324959
1626566400000,"7/18/2021, 12:00:00 AM",2.03191225,2.06091911,2.14057561,2.23831222,3.21322847,2.87926644,3.06970187,3.81889668,2.71728843,2.67430894,2.83419149,3.24277798,2.97926439,3.13423098,2.82869449,3.05766736,3.10283733,2.78562775,3.28571528,3.197602,2.86115166
1626652800000,"7/19/2021, 12:00:00 AM",2.04290956,2.07189248,2.15299415,2.25062608,3.23765824,2.89732144,3.09369882,3.84307312,2.73465774,2.69034283,2.85427297,3.26257806,2.99738976,3.15301332,2.84533129,3.07991195,3.12355047,2.80300166,3.30606586,3.21722953,2.87785347
1626739200000,"7/20/2021, 12:00:00 AM",1.96532684,1.99195406,2.06723086,2.15662712,3.10875093,2.77715548,2.95368528,3.65165962,2.62759398,2.58225648,2.73221092,3.10966428,2.87939189,3.02906403,2.73348667,2.94939864,2.99398433,2.69099047,3.15917036,3.07994089,2.7581793
1626825600000,"7/21/2021, 12:00:00 AM",1.90675857,1.93125154,1.99990558,2.07825604,3.01517095,2.68712784,2.83884889,3.45256549,2.54561898,2.4988825,2.63183173,2.96264316,2.78372131,2.92907027,2.64395891,2.84128933,2.88419219,2.59948035,3.02503793,2.95645879,2.65477989
1626912000000,"7/22/2021, 12:00:00 AM",2.06424901,2.09200893,2.1673385,2.25650546,3.23153532,2.90019992,3.07042802,3.77099442,2.73971511,2.69641362,2.84515022,3.22380882,3.00064153,3.15032976,2.85325817,3.06715542,3.10992044,2.81071266,3.27755644,3.19540858,2.87912138
1626998400000,"7/23/2021, 12:00:00 AM",2.08797084,2.12099905,2.20359072,2.29824026,3.27854785,2.9732426,3.16376892,3.87676167,2.77305686,2.74500975,2.91302068,3.30612628,3.03054487,3.19629808,2.88834023,3.14142661,3.15948511,2.85358521,3.35485485,3.25150371,2.92775007
1627084800000,"7/24/2021, 12:00:00 AM",2.13818002,2.17357287,2.2612316,2.36074269,3.32647627,3.04151816,3.27060214,4.01664984,2.82275742,2.80389128,2.99391604,3.4092509,3.08692347,3.25212548,2.94845087,3.22032467,3.22496263,2.92297381,3.44381968,3.32684254,3.00544241
1627171200000,"7/25/2021, 12:00:00 AM",2.18146579,2.21840456,2.3112279,2.41574681,3.37661717,3.10552206,3.34985176,4.13227905,2.86988352,2.8573393,3.06167888,3.49847493,3.13883948,3.30454662,3.00228731,3.2914858,3.2857185,2.98378985,3.52437184,3.39627554,3.07360321
1627257600000,"7/26/2021, 12:00:00 AM",2.20314778,2.23860626,2.33426808,2.44239224,3.40184967,3.12207034,3.39532274,4.21219038,2.89367738,2.87739674,3.09638167,3.55308081,3.16892795,3.32795548,3.03039711,3.32590229,3.31760307,3.01759046,3.57024462,3.43642717,3.11417431
1627344000000,"7/27/2021, 12:00:00 AM",2.2358731,2.27215081,2.36466614,2.46971339,3.44522897,3.16876655,3.42761874,4.24234455,2.9317567,2.91896314,3.13089496,3.58344446,3.21422577,3.37472507,3.0765475,3.36540302,3.35754425,3.06151934,3.60723398,3.47426117,3.15685438
1627430400000,"7/28/2021, 12:00:00 AM",2.27731167,2.31470874,2.41159288,2.51712123,3.4924936,3.22522366,3.51550634,4.32747942,2.97589165,2.96834532,3.19958458,3.65510526,3.26510245,3.42360244,3.12943802,3.43551987,3.41773169,3.12275302,3.67670413,3.53733119,3.22034022
1627516800000,"7/29/2021, 12:00:00 AM",2.30828132,2.3453212,2.44282245,2.55028101,3.55706133,3.27026656,3.5664151,4.38677623,3.02412425,3.01171393,3.24531581,3.70797954,3.31558785,3.48304266,3.17551455,3.48834626,3.46718911,3.16729046,3.73638832,3.59067458,3.26699394
1627603200000,"7/30/2021, 12:00:00 AM",2.35835354,2.39892331,2.50080189,2.61417416,3.6195916,3.34944346,3.65427602,4.50619694,3.08203555,3.07879026,3.32196483,3.80495276,3.37582918,3.55078796,3.23873367,3.56841558,3.53653539,3.23467435,3.82555111,3.67031923,3.34129981
1627689600000,"7/31/2021, 12:00:00 AM",2.40688711,2.45308327,2.55567379,2.67436063,3.66004924,3.43407658,3.74110984,4.6543048,3.12549358,3.14403481,3.39318902,3.90867028,3.42524287,3.60579156,3.29991317,3.64142944,3.59546849,3.30103328,3.91144186,3.74593198,3.41910975
1627776000000,"8/1/2021, 12:00:00 AM",2.46113475,2.51014965,2.61522142,2.73771431,3.72983274,3.51217389,3.82422954,4.7638113,3.18999191,3.21414978,3.46764744,3.99704105,3.4950723,3.67581099,3.37008279,3.7178212,3.66786399,3.37128482,3.99224882,3.82491537,3.49288444
1627862400000,"8/2/2021, 12:00:00 AM",2.43343523,2.47595356,2.57921274,2.69814178,3.68958884,3.42557606,3.73633678,4.65001035,3.15199775,3.15343201,3.40058668,3.91220115,3.44330853,3.60619536,3.31172647,3.64671352,3.6038802,3.31298918,3.91050552,3.75170489,3.42916724
1627948800000,"8/3/2021, 12:00:00 AM",2.4709608,2.51553251,2.62164325,2.74459278,3.71868531,3.46662481,3.79169801,4.72903212,3.1862962,3.19300033,3.44841713,3.97431648,3.47582983,3.64263973,3.34781222,3.69235692,3.64185543,3.35354121,3.96284507,3.79764596,3.4749882
1628035200000,"8/4/2021, 12:00:00 AM",2.416583,2.46349598,2.56664575,2.68747759,3.66540797,3.42717029,3.71386649,4.63069677,3.13406271,3.1472544,3.38493905,3.89772974,3.42459401,3.59974707,3.29719168,3.63195609,3.59141497,3.29350618,3.89634256,3.73793882,3.40892214
1628121600000,"8/5/2021, 12:00:00 AM",2.53660851,2.58204651,2.6872429,2.81469673,3.77574349,3.53277249,3.85034341,4.82680432,3.24929516,3.25921924,3.51087601,4.05769836,3.54382077,3.70371782,3.4176451,3.75449412,3.70406391,3.42327812,4.03699661,3.8725781,3.55295191
1628208000000,"8/6/2021, 12:00:00 AM",2.58837594,2.63424531,2.74402535,2.87363107,3.82412789,3.59407162,3.93570642,4.9240166,3.29681027,3.31190392,3.58150168,4.13859222,3.59199197,3.74664169,3.47029245,3.82127108,3.76081689,3.48741653,4.10721379,3.9383002,3.62296853
1628294400000,"8/7/2021, 12:00:00 AM",2.64094737,2.68700939,2.80282627,2.93629086,3.89901894,3.66322362,4.03834958,5.06997492,3.35868082,3.374461,3.66637214,4.24647949,3.65687562,3.81049199,3.53617806,3.91209774,3.83535269,3.56468522,4.20384227,4.02534577,3.70797354
1628380800000,"8/8/2021, 12:00:00 AM",2.83779569,2.88543978,3.00270835,3.13283938,4.16720251,3.91995853,4.27285595,5.29055145,3.59614339,3.6108013,3.89689047,4.46410471,3.90683343,4.06960809,3.77778923,4.15620236,4.07821491,3.80067376,4.44080694,4.25952848,3.93665894
1628467200000,"8/9/2021, 12:00:00 AM",2.73185428,2.77376638,2.88174952,3.00618538,4.01340141,3.74545088,4.07680668,5.07191618,3.46438298,3.46457362,3.72872875,4.27913911,3.76651658,3.91572481,3.63569412,3.97864987,3.91521822,3.65169288,4.26091657,4.09074784,3.78334009
1628553600000,"8/10/2021, 12:00:00 AM",2.81699852,2.86519443,2.97579843,3.10872576,4.1451205,3.90353919,4.22069985,5.29160524,3.57445581,3.59276539,3.85894537,4.45021218,3.88861696,4.05255916,3.76242262,4.12170799,4.04988939,3.77742673,4.42274025,4.24140601,3.9210642
1628640000000,"8/11/2021, 12:00:00 AM",2.89999636,2.94894125,3.0659333,3.20935941,4.30020773,4.02428286,4.35504325,5.4840337,3.70572339,3.71294563,3.98672094,4.61100745,4.0509706,4.20971928,3.90234336,4.25833805,4.21351849,3.90570113,4.58130827,4.41056863,4.05348874
1628726400000,"8/12/2021, 12:00:00 AM",2.99765519,3.05194247,3.1765556,3.32170471,4.50044453,4.21057488,4.53496565,5.64588842,3.86967819,3.87798243,4.15547579,4.77025531,4.24832706,4.42998489,4.07952421,4.44667041,4.42222506,4.06742298,4.7630144,4.60364714,4.20348954
1628812800000,"8/13/2021, 12:00:00 AM",2.92291263,2.97527131,3.09964011,3.2444181,4.42299527,4.11889569,4.45029955,5.54075245,3.79397854,3.79490732,4.07233261,4.67917773,4.16785583,4.34931945,3.9949098,4.3611271,4.34103789,3.98002815,4.67693268,4.51853691,4.11315241
1628899200000,"8/14/2021, 12:00:00 AM",3.16339837,3.22065081,3.35015221,3.50028993,4.76015476,4.44672992,4.78466645,5.9194787,4.09476209,4.09970261,4.3850026,5.01514774,4.5034946,4.69989478,4.3182571,4.68839461,4.68196728,4.29548882,5.01519342,4.86231021,4.43074602
1628985600000,"8/15/2021, 12:00:00 AM",3.22393101,3.27941548,3.4075992,3.55964341,4.91192933,4.5379164,4.83812643,5.97615469,4.21552273,4.19814015,4.46051617,5.08820425,4.644883,4.85829623,4.43281602,4.78050206,4.81261988,4.38508962,5.11408204,4.98087237,4.51127899
1629072000000,"8/16/2021, 12:00:00 AM",3.27056885,3.33517901,3.46622986,3.61845642,5.00351728,4.66223123,4.93169585,6.05063987,4.28912628,4.29205861,4.54824275,5.16642658,4.72165931,4.97388859,4.51054713,4.88283737,4.90291992,4.4575218,5.20777914,5.06469436,4.57885263
1629158400000,"8/17/2021, 12:00:00 AM",3.19087788,3.25697315,3.39784919,3.55648491,5.00440171,4.62703878,4.91355683,6.04212362,4.23126048,4.23178535,4.50918198,5.13999879,4.63381957,4.89631017,4.42475349,4.85856845,4.84151195,4.38184769,5.17737118,5.00936214,4.50773534
1629244800000,"8/18/2021, 12:00:00 AM",3.04474452,3.10617026,3.23960349,3.39527895,4.78879277,4.41733361,4.69642728,5.80733652,4.03729923,4.03484127,4.30247623,4.92519724,4.41434691,4.65024815,4.21668072,4.63547147,4.6101278,4.17862563,4.94990109,4.78123634,4.30695704
1629331200000,"8/19/2021, 12:00:00 AM",3.11283548,3.17712762,3.31219567,3.47204983,4.95347408,4.54984271,4.80462704,5.94240917,4.15184041,4.14654388,4.40683773,5.04244601,4.52079402,4.79026291,4.31759564,4.76125838,4.72480409,4.2717014,5.07785453,4.89625602,4.40029034
1629417600000,"8/20/2021, 12:00:00 AM",3.17461174,3.23997028,3.37927861,3.54088041,5.06826542,4.65328144,4.91925259,6.05991145,4.24447162,4.23789528,4.50722348,5.14660318,4.61905435,4.90506833,4.41044009,4.87134349,4.83371794,4.36283629,5.19018649,5.00346963,4.49015006
1629504000000,"8/21/2021, 12:00:00 AM",3.34487978,3.4173088,3.56389105,3.73609448,5.31906245,4.92246286,5.1935496,6.42939083,4.45974536,4.46958257,4.75365033,5.44305216,4.85231337,5.16621364,4.64331655,5.13443109,5.08471003,4.59781928,5.47682402,5.27098009,4.73752182
1629590400000,"8/22/2021, 12:00:00 AM",3.30395863,3.37207802,3.52685034,3.70881636,5.24317371,4.83830987,5.17153863,6.46272018,4.40176758,4.40293056,4.7193379,5.44598712,4.79579158,5.09220156,4.58536694,5.09090796,5.03735223,4.55436456,5.45746147,5.24255495,4.7082666
1629676800000,"8/23/2021, 12:00:00 AM",3.3287599,3.39703628,3.55130785,3.73369183,5.27056611,4.86597555,5.20275291,6.50828008,4.42996363,4.43121927,4.74752683,5.47974356,4.82134607,5.13104899,4.61237236,5.11872036,5.07077636,4.5803859,5.48963711,5.27137901,4.73431454
1629763200000,"8/24/2021, 12:00:00 AM",3.44868106,3.51386358,3.67188334,3.86043395,5.44515984,4.99009746,5.34587127,6.70004472,4.58846381,4.56911451,4.89047415,5.64569564,4.99773718,5.30262815,4.76970935,5.26506252,5.25724559,4.72800874,5.65387719,5.44914639,4.8820001
1629849600000,"8/25/2021, 12:00:00 AM",3.2913528,3.35619705,3.50162466,3.67222974,5.17137255,4.77392007,5.07717827,6.31517155,4.36879787,4.36395388,4.65382328,5.34169695,4.77365075,5.04947002,4.56086434,5.00877827,5.01287567,4.5156363,5.35994939,5.18414693,4.65272522
1629936000000,"8/26/2021, 12:00:00 AM",3.35284083,3.41312308,3.56459781,3.7408405,5.26128707,4.81737091,5.17530754,6.46494792,4.45075828,4.42619903,4.73935436,5.45416984,4.87548031,5.13014562,4.64760543,5.09358309,5.11172021,4.60399656,5.46082476,5.29217553,4.74633087
1630022400000,"8/27/2021, 12:00:00 AM",3.24755773,3.29865789,3.43477551,3.59709942,5.11036289,4.62185943,4.93163857,6.13977473,4.31347681,4.26462085,4.53804172,5.20176328,4.72150213,4.94012592,4.49087037,4.88180211,4.91783272,4.43596629,5.22165491,5.08187844,4.56430614
1630108800000,"8/28/2021, 12:00:00 AM",3.40314139,3.4609113,3.6056292,3.77984205,5.40925101,4.90015408,5.19653934,6.48548044,4.53778672,4.49617468,4.77875105,5.4870726,4.93202071,5.21045674,4.69997568,5.16073955,5.16356706,4.64578351,5.51550373,5.33281292,4.78412661
1630195200000,"8/29/2021, 12:00:00 AM",3.37227258,3.43455587,3.57901296,3.76030882,5.38872459,4.90321995,5.18501998,6.50626459,4.50501129,4.47792307,4.75809079,5.4905014,4.88677457,5.17444712,4.6635927,5.14824578,5.12284081,4.61185688,5.51058253,5.30816762,4.76065293
1630281600000,"8/30/2021, 12:00:00 AM",3.35201261,3.41731571,3.56373901,3.7458242,5.34483622,4.8878674,5.18228129,6.51304794,4.47360401,4.45859803,4.7468777,5.48457991,4.85735634,5.14928684,4.64133914,5.13176975,5.1034464,4.5937456,5.49533129,5.29045599,4.74433166
1630368000000,"8/31/2021, 12:00:00 AM",3.32514992,3.3801316,3.51633742,3.69545722,5.33628375,4.7930826,5.05977447,6.37881271,4.44426139,4.39298505,4.65316936,5.37999402,4.79710797,5.07397472,4.57195881,5.04464658,5.00725064,4.51646216,5.40362032,5.19503815,4.66522317
1630454400000,"9/1/2021, 12:00:00 AM",3.47613469,3.52658806,3.66520758,3.84756504,5.5560976,4.9435265,5.22852598,6.55538268,4.62548745,4.55043972,4.81624331,5.55022539,4.96655374,5.25319977,4.730452,5.22110356,5.167744,4.67551852,5.58509108,5.36081169,4.82725718
1630540800000,"9/2/2021, 12:00:00 AM",3.68107112,3.73189786,3.88090662,4.06837757,5.74084031,5.1450338,5.48872552,6.86104699,4.82081574,4.75012401,5.05267724,5.81271625,5.17366418,5.44578285,4.93966217,5.45076317,5.38185504,4.90391936,5.82438326,5.59077237,5.06659415
1630627200000,"9/3/2021, 12:00:00 AM",3.71751358,3.76923499,3.9215786,4.10798409,5.84880307,5.22700517,5.57645682,6.92389604,4.89169539,4.81692362,5.12505229,5.87432175,5.23612788,5.53252646,4.99809855,5.53765585,5.45625625,4.96088398,5.90671692,5.65576381,5.11851591
1630713600000,"9/4/2021, 12:00:00 AM",3.82921289,3.87894007,4.03635439,4.22750599,6.01154767,5.34691779,5.72499369,7.10731474,5.02716303,4.93918027,5.26149757,6.02907305,5.36670468,5.66956176,5.12147317,5.68320295,5.58487744,5.08771728,6.06396545,5.79475408,5.25047931
1630800000000,"9/5/2021, 12:00:00 AM",3.79335966,3.85724428,4.03709188,4.23908117,5.95933145,5.40655634,5.8639216,7.27016281,4.98502629,4.94649722,5.33274271,6.12837515,5.33535413,5.65054383,5.10849979,5.74680484,5.60503153,5.10136777,6.12658411,5.83681146,5.27520271
1630886400000,"9/6/2021, 12:00:00 AM",3.85732809,3.93761222,4.13402143,4.34770609,6.08567181,5.61492676,6.08491084,7.54455125,5.08102049,5.08900263,5.50885116,6.34118466,5.43585378,5.79324685,5.22491589,5.94164723,5.7577415,5.23350107,6.32912366,6.00468521,5.41870885
1630972800000,"9/7/2021, 12:00:00 AM",3.90388058,3.97735827,4.19468797,4.4254999,6.22885663,5.66719471,6.25444963,7.78435058,5.18072781,5.1554224,5.63852949,6.52311764,5.5444346,5.9051299,5.30963455,6.08447766,5.88805676,5.33480999,6.5057499,6.15614603,5.53587694
1631059200000,"9/8/2021, 12:00:00 AM",3.48985097,3.53762196,3.706694,3.89511874,5.6314378,4.97239112,5.42396246,6.670081,4.66988393,4.5793907,4.94031329,5.65940818,5.00460128,5.30920141,4.75794096,5.34961251,5.23982905,4.73592698,5.70758587,5.44439688,4.88935286
1631145600000,"9/9/2021, 12:00:00 AM",3.55570422,3.60423632,3.79221856,3.98965601,5.70362099,5.04495913,5.57412272,6.83817716,4.740744,4.65003129,5.06072241,5.79882385,5.07388785,5.38551192,4.8248326,5.46901568,5.34015773,4.8215914,5.83331197,5.55382238,4.98183989
1631232000000,"9/10/2021, 12:00:00 AM",3.52639954,3.58856165,3.79879576,4.01591505,5.72874527,5.13332761,5.72112425,7.05488062,4.73706637,4.68442171,5.14975582,5.94305186,5.06536898,5.41045288,4.8305514,5.57168242,5.39350338,4.84898436,5.95286008,5.63262184,5.02832321
1631318400000,"9/11/2021, 12:00:00 AM",3.35818601,3.4315628,3.64496356,3.84659197,5.52056412,5.00334721,5.57931304,6.76306366,4.54602996,4.52730691,4.99451068,5.71187977,4.8618632,5.21364664,4.6410234,5.40483031,5.21018627,4.66324821,5.73484797,5.41987902,4.82051777
1631404800000,"9/12/2021, 12:00:00 AM",3.42283671,3.49795389,3.702766,3.9102861,5.63581634,5.11402372,5.62557408,6.85548759,4.63410511,4.61803078,5.05324338,5.79405528,4.93673902,5.31648464,4.71751681,5.47974584,5.27880874,4.726194,5.82604791,5.4969364,4.88978974
1631491200000,"9/13/2021, 12:00:00 AM",3.55093103,3.63599429,3.85596758,4.07082732,5.83087914,5.33775428,5.86746465,7.12490527,4.79423496,4.8010143,5.26475219,6.02507171,5.09875322,5.49535986,4.88533458,5.70932787,5.47448295,4.90644507,6.05628584,5.70078516,5.07617173
1631577600000,"9/14/2021, 12:00:00 AM",3.42058468,3.49590645,3.69135448,3.88966114,5.62662816,5.11253687,5.56676909,6.79368649,4.62429806,4.6118936,5.01651919,5.73921242,4.92836473,5.28792165,4.71209769,5.44878422,5.25075715,4.7118231,5.77837541,5.45789666,4.86717773
1631664000000,"9/15/2021, 12:00:00 AM",3.48488212,3.55945716,3.78461463,3.99756928,5.69988214,5.18612298,5.81421453,7.10056184,4.69102195,4.67955007,5.18690795,5.95997681,5.00677867,5.34974052,4.79103353,5.60908569,5.37525389,4.83564398,5.95844981,5.61010474,5.01178211
1631750400000,"9/16/2021, 12:00:00 AM",3.57772634,3.65606717,3.89600402,4.11878276,5.77707111,5.29610887,6.00188488,7.33900989,4.7765075,4.77956446,5.33650581,6.14535211,5.10122909,5.44587912,4.89357131,5.74901656,5.50069261,4.96254617,6.11310706,5.7543694,5.15280376
1631836800000,"9/17/2021, 12:00:00 AM",3.53574799,3.62217476,3.85205037,4.0695785,5.68363754,5.27735332,5.92474438,7.23242049,4.70713238,4.74100417,5.26875685,6.06040062,5.03304263,5.3781531,4.84221429,5.67150998,5.42794618,4.90373115,6.02477479,5.67728276,5.09073359
1631923200000,"9/18/2021, 12:00:00 AM",3.42251588,3.50389574,3.72430806,3.92785067,5.54594551,5.12119446,5.73669601,6.95398308,4.58033808,4.60248853,5.1064539,5.84625293,4.9036064,5.23568129,4.70953152,5.50938728,5.27787503,4.76213933,5.83571374,5.50564402,4.93296608
1632009600000,"9/19/2021, 12:00:00 AM",3.48774226,3.57512255,3.79123196,3.99786647,5.7016239,5.27565888,5.82945729,7.06886739,4.69580513,4.72646816,5.20227468,5.95117785,5.02546351,5.38664414,4.82597749,5.6265209,5.39678893,4.85787545,5.96075612,5.62283829,5.02741248
1632096000000,"9/20/2021, 12:00:00 AM",3.39555102,3.48762505,3.70031091,3.90609904,5.54619881,5.17678315,5.71369249,6.95075739,4.56962248,4.62166989,5.09015947,5.83737531,4.89717329,5.25228689,4.71196967,5.50199829,5.27348509,4.74554416,5.83187412,5.50128045,4.91639068
1632182400000,"9/21/2021, 12:00:00 AM",3.04725815,3.11523088,3.28698409,3.45767612,4.98309775,4.56147754,4.9838957,6.05048129,4.10565969,4.10778724,4.47799783,5.11076793,4.40422873,4.69659214,4.21736562,4.85390777,4.68905209,4.22258025,5.13915009,4.87218068,4.35992669
1632268800000,"9/22/2021, 12:00:00 AM",2.87075683,2.93418145,3.09591077,3.26318146,4.74271113,4.31263338,4.69812861,5.76171361,3.89230633,3.88505527,4.22723094,4.8508772,4.16589243,4.45701252,3.98384094,4.59453725,4.43567133,3.98238881,4.87820985,4.61490838,4.11681659
1632355200000,"9/23/2021, 12:00:00 AM",3.21139905,3.29822985,3.480968,3.67184218,5.31719628,4.9135154,5.29894516,6.48384585,4.36087547,4.39263356,4.76290378,5.46001146,4.66046444,5.00990307,4.46918578,5.17693686,4.98256547,4.46228064,5.4864089,5.18244569,4.6121908
1632441600000,"9/24/2021, 12:00:00 AM",3.28165058,3.37711495,3.57003198,3.76688974,5.42026212,5.05560553,5.48187357,6.70147523,4.44614809,4.50198896,4.90373591,5.62442361,4.74774175,5.11739528,4.56714399,5.32120139,5.09928124,4.57349056,5.63450873,5.30925667,4.73097214
1632528000000,"9/25/2021, 12:00:00 AM",3.1312447,3.22973776,3.40191123,3.58526758,5.18691862,4.85959977,5.18837977,6.33326058,4.25244593,4.32063712,4.66159609,5.33364933,4.54354701,4.90946021,4.37580389,5.07158968,4.87204798,4.36172406,5.36205572,5.06211665,4.50427557
