timestamp,readableTimestamp,coinId,price,marketCap,totalVolume
1609459200000,"1/1/2021, 12:00:00 AM",wownero,0.06237755927005874,2626785.9167249496,29340.304513105966
1609545600000,"1/2/2021, 12:00:00 AM",wownero,0.06541543516893819,2747298.060806721,28294.58816141255
1609632000000,"1/3/2021, 12:00:00 AM",wownero,0.07128221172254327,3054141.85238822,22136.644934416563
1609718400000,"1/4/2021, 12:00:00 AM",wownero,0.06906604170687354,2997381.101585452,15115.370526412631
1609804800000,"1/5/2021, 12:00:00 AM",wownero,0.05600246693382796,2400520.2688826043,7631.684871884646
1609891200000,"1/6/2021, 12:00:00 AM",wownero,0.0644038076888824,2731010.5646052053,14454.112483527158
1609977600000,"1/7/2021, 12:00:00 AM",wownero,0.05893059936656688,2544759.6852068673,12387.575146670955
1610064000000,"1/8/2021, 12:00:00 AM",wownero,0.06037749553339252,2590416.6847270303,12043.940223849739
1610150400000,"1/9/2021, 12:00:00 AM",wownero,0.06151615077313425,2661951.874368263,6644.121120845976
1610236800000,"1/10/2021, 12:00:00 AM",wownero,0.058452977782216156,2557764.785012392,7600.190008406642
1610323200000,"1/11/2021, 12:00:00 AM",wownero,0.05497437153373079,2365080.6580609577,6954.65435270263
1610409600000,"1/12/2021, 12:00:00 AM",wownero,0.0516153301133785,2231396.6350385086,4530.648442492483
1610496000000,"1/13/2021, 12:00:00 AM",wownero,0.054052991793913124,2334829.0507636247,6083.141714150896
1610582400000,"1/14/2021, 12:00:00 AM",wownero,0.0543639710531731,2374983.1824652473,3225.127316134873
1610668800000,"1/15/2021, 12:00:00 AM",wownero,0.06030932601028458,2574513.5584119456,18158.707280796607
1610755200000,"1/16/2021, 12:00:00 AM",wownero,0.05556295207775023,2417454.5814353535,6907.616007598079
1610841600000,"1/17/2021, 12:00:00 AM",wownero,0.05363093797277426,2261107.523232834,8431.819106216923
1610928000000,"1/18/2021, 12:00:00 AM",wownero,0.05024847316357428,2210526.5463424907,4597.15241217835
1611014400000,"1/19/2021, 12:00:00 AM",wownero,0.05134518403017262,2224964.38945489,7792.559924155719
1611100800000,"1/20/2021, 12:00:00 AM",wownero,0.049176611264521566,2135639.837754373,5083.728011543349
1611187200000,"1/21/2021, 12:00:00 AM",wownero,0.04663706876229899,2037599.9197081977,3120.2950945043262
1611273600000,"1/22/2021, 12:00:00 AM",wownero,0.040450906806836225,1792396.216182889,3431.6094489812144
1611360000000,"1/23/2021, 12:00:00 AM",wownero,0.041144356024576126,1796453.1972659712,7846.561469438194
1611446400000,"1/24/2021, 12:00:00 AM",wownero,0.04006021775863825,1753095.7819409848,1791.9848776403787
1611532800000,"1/25/2021, 12:00:00 AM",wownero,0.03872610948055956,1707802.0944890187,6827.430850889483
1611619200000,"1/26/2021, 12:00:00 AM",wownero,0.03722632703016625,1641551.353296945,3166.0949057221583
1611705600000,"1/27/2021, 12:00:00 AM",wownero,0.03323463948164257,1476007.6787560997,2578.2579635785337
1611792000000,"1/28/2021, 12:00:00 AM",wownero,0.031207891984615342,1377159.6181540522,3832.9393560452904
1611878400000,"1/29/2021, 12:00:00 AM",wownero,0.03816761296366486,1688865.9178969506,3661.4449992027444
1611964800000,"1/30/2021, 12:00:00 AM",wownero,0.0360879632907677,1585103.7286596561,8858.97434300535
1612051200000,"1/31/2021, 12:00:00 AM",wownero,0.03450611072442285,1524139.9356377132,4440.7072066659475
1612137600000,"2/1/2021, 12:00:00 AM",wownero,0.03481780742143683,1504593.88912416,4569.257258871397
1612224000000,"2/2/2021, 12:00:00 AM",wownero,0.03506813394202545,1551535.0053130211,2963.670454117212
1612310400000,"2/3/2021, 12:00:00 AM",wownero,0.03978880285888043,1764398.1040763385,2060.0507024746134
1612396800000,"2/4/2021, 12:00:00 AM",wownero,0.040877499301867806,1812706.7191023636,10243.266036205698
1612483200000,"2/5/2021, 12:00:00 AM",wownero,0.03803405513297994,1695294.0035222147,4670.693856919315
1612569600000,"2/6/2021, 12:00:00 AM",wownero,0.03573076563005166,1579815.9267923115,7527.47983921932
1612656000000,"2/7/2021, 12:00:00 AM",wownero,0.03961004576793879,1758124.2248196206,7048.124872460739
1612742400000,"2/8/2021, 12:00:00 AM",wownero,0.03919318366231556,1746362.4755552956,7509.579299563418
1612828800000,"2/9/2021, 12:00:00 AM",wownero,0.04695341736142325,2088742.4821529405,3095.3989759480064
1612915200000,"2/10/2021, 12:00:00 AM",wownero,0.04752588817750738,2114066.70129628,6516.533590702605
1613001600000,"2/11/2021, 12:00:00 AM",wownero,0.04302170432997149,1925511.303404475,4737.111797203599
1613088000000,"2/12/2021, 12:00:00 AM",wownero,0.05014528204992663,2235398.9836268844,13613.334194312392
1613174400000,"2/13/2021, 12:00:00 AM",wownero,0.04254594274035999,1898095.0704080663,8885.447374557953
1613260800000,"2/14/2021, 12:00:00 AM",wownero,0.04666580375165874,2083623.8122980753,6648.796179176983
1613347200000,"2/15/2021, 12:00:00 AM",wownero,0.04633995646755135,2066524.335610741,4339.909600497631
1613433600000,"2/16/2021, 12:00:00 AM",wownero,0.04407821281357817,1973627.7084372817,5613.26889160647
1613520000000,"2/17/2021, 12:00:00 AM",wownero,0.04525251062864804,2025442.8213922628,4321.200606188614
1613606400000,"2/18/2021, 12:00:00 AM",wownero,0.04905870825958944,2198921.158192988,9073.194113138854
1613692800000,"2/19/2021, 12:00:00 AM",wownero,0.07185061101539006,3105699.152263795,17290.142923693496
1613779200000,"2/20/2021, 12:00:00 AM",wownero,0.11354570037025613,5089630.664337313,72337.61984053376
