timestamp,readableTimestamp,coinId,price,marketCap,totalVolume
1638489600000,"12/3/2021, 12:00:00 AM",victoria-vr,0.3634535394991659,0,46663253.94874752
1638576000000,"12/4/2021, 12:00:00 AM",victoria-vr,0.3634535394991659,0,46663253.94874752
1638662400000,"12/5/2021, 12:00:00 AM",victoria-vr,0.4220964313869124,0,38006665.40854879
1638748800000,"12/6/2021, 12:00:00 AM",victoria-vr,0.36940184649207924,0,23623580.96929704
1638835200000,"12/7/2021, 12:00:00 AM",victoria-vr,0.3403813970057975,0,14033292.779787729
1638921600000,"12/8/2021, 12:00:00 AM",victoria-vr,0.3452905862697407,0,18795558.164764546
1639008000000,"12/9/2021, 12:00:00 AM",victoria-vr,0.3652431536628315,0,18758419.931496
1639094400000,"12/10/2021, 12:00:00 AM",victoria-vr,0.5192919021586077,0,57860103.76907226
1639180800000,"12/11/2021, 12:00:00 AM",victoria-vr,0.5706192518694511,0,30337803.196400367
1639267200000,"12/12/2021, 12:00:00 AM",victoria-vr,0.5229709425443154,0,23116072.79395581
1639353600000,"12/13/2021, 12:00:00 AM",victoria-vr,0.5605303501011945,0,20753569.29845285
1639440000000,"12/14/2021, 12:00:00 AM",victoria-vr,0.5140379205964641,0,17636649.712636378
1639526400000,"12/15/2021, 12:00:00 AM",victoria-vr,0.4938463991425277,330634475.5941612,17294492.0091499
1639612800000,"12/16/2021, 12:00:00 AM",victoria-vr,0.4827681902851846,328210359.4845791,16088699.211142147
1639699200000,"12/17/2021, 12:00:00 AM",victoria-vr,0.41809629387408154,286444850.8877878,15113548.71428679
1639785600000,"12/18/2021, 12:00:00 AM",victoria-vr,0.3908847639053646,260256630.2715217,16257752.079232205
1639872000000,"12/19/2021, 12:00:00 AM",victoria-vr,0.4218421354033562,285585981.63220096,17007527.643114805
1639958400000,"12/20/2021, 12:00:00 AM",victoria-vr,0.4245125345668872,287590021.8378752,17813664.388665486
1640044800000,"12/21/2021, 12:00:00 AM",victoria-vr,0.41763909398853294,283821124.3679157,15223433.972154105
1640131200000,"12/22/2021, 12:00:00 AM",victoria-vr,0.5101893590940245,344379150.51709116,23731015.654277056
1640217600000,"12/23/2021, 12:00:00 AM",victoria-vr,0.49972786489680315,339321835.4457401,19257493.208569374
1640304000000,"12/24/2021, 12:00:00 AM",victoria-vr,0.49547665328350365,333778493.67484057,18831808.458040174
1640390400000,"12/25/2021, 12:00:00 AM",victoria-vr,0.46866849786980125,314422210.7791312,17858566.513174616
1640476800000,"12/26/2021, 12:00:00 AM",victoria-vr,0.47356177448675646,321187244.7466171,16703444.174235659
1640563200000,"12/27/2021, 12:00:00 AM",victoria-vr,0.4785956978552288,324642359.9713225,15658652.314881055
1640649600000,"12/28/2021, 12:00:00 AM",victoria-vr,0.4893250448839078,331862616.0044276,17810800.2686478
1640736000000,"12/29/2021, 12:00:00 AM",victoria-vr,0.5231754774514547,357099858.3563953,15516537.97567412
1640822400000,"12/30/2021, 12:00:00 AM",victoria-vr,0.4862317408998523,330292300.1699814,13912631.443934754
1640908800000,"12/31/2021, 12:00:00 AM",victoria-vr,0.47523625667749664,347668333.5741711,15175206.443727192
1640970716000,"12/31/2021, 5:11:56 PM",victoria-vr,0.4677480456348954,339452896.4687337,15899788.253157886
