coinId,timestamp,readableTimestamp,price,marketCap,totalVolume
bitcoin,1622505600000,"6/1/2021, 12:00:00 AM",37340.6792659422,699138611681.2975,37950798680.48171
ethereum,1622505600000,"6/1/2021, 12:00:00 AM",2708.429865793973,314463232386.7883,44445830387.932175
binancecoin,1622505600000,"6/1/2021, 12:00:00 AM",353.0811758712889,54552491112.92581,5388131344.604982
tether,1622505600000,"6/1/2021, 12:00:00 AM",0.9975503745391257,61813544731.17228,106333238880.51338
solana,1622505600000,"6/1/2021, 12:00:00 AM",32.66212259787656,8921358871.643251,556481220.8582711
usd-coin,1622505600000,"6/1/2021, 12:00:00 AM",1.0017286032156016,22704685390.73409,3165796909.3096766
cardano,1622505600000,"6/1/2021, 12:00:00 AM",1.7438235627778673,55918127620.81978,5422971273.521189
ripple,1622505600000,"6/1/2021, 12:00:00 AM",1.0414131362201615,48054553991.807175,6691379571.899238
avalanche-2,1622505600000,"6/1/2021, 12:00:00 AM",18.07312492336038,2353206153.5757246,102016798.0440714
polkadot,1622505600000,"6/1/2021, 12:00:00 AM",23.328086584213068,23254070863.818947,1916499739.7321558
terra-luna,1622505600000,"6/1/2021, 12:00:00 AM",6.554623729247984,2679626068.5130453,386365594.3797303
dogecoin,1622505600000,"6/1/2021, 12:00:00 AM",0.3265307124210119,42392462477.40863,2987098922.8304706
shiba-inu,1622505600000,"6/1/2021, 12:00:00 AM",0.000009426640744622798,4694241780.409542,828302106.4177878
matic-network,1622505600000,"6/1/2021, 12:00:00 AM",1.8780554995025946,11863968587.291674,3836091187.615281
binance-usd,1622505600000,"6/1/2021, 12:00:00 AM",1.0012696671075534,8655590410.837362,5888961073.145915
crypto-com-chain,1622505600000,"6/1/2021, 12:00:00 AM",0.12648260217308266,3197752526.432456,98827917.73323973
wrapped-bitcoin,1622505600000,"6/1/2021, 12:00:00 AM",37426.26209033193,6955874332.420389,415985305.9038486
litecoin,1622505600000,"6/1/2021, 12:00:00 AM",187.46618451447392,12513820456.32828,4865805841.808227
dai,1622505600000,"6/1/2021, 12:00:00 AM",0.9998979973231279,4440488145.289086,521563999.11460984
terrausd,1622505600000,"6/1/2021, 12:00:00 AM",1.0017909539760905,1955588033.9018178,49395115.60798348
algorand,1622505600000,"6/1/2021, 12:00:00 AM",0.9330646899714389,2859927369.339958,303497362.2847072
chainlink,1622505600000,"6/1/2021, 12:00:00 AM",31.972253061874046,13732388150.341787,2468673770.907939
okb,1622505600000,"6/1/2021, 12:00:00 AM",13.72921549890606,3695669079.4166203,625069513.9803947
tron,1622505600000,"6/1/2021, 12:00:00 AM",0.07670332154659736,5494058081.782099,1762007584.056975
bitcoin-cash,1622505600000,"6/1/2021, 12:00:00 AM",705.6912715207988,13287925750.040928,3579242937.42451
uniswap,1622505600000,"6/1/2021, 12:00:00 AM",28.278773730108192,14714510558.33837,1083684313.7629218
axie-infinity,1622505600000,"6/1/2021, 12:00:00 AM",4.953134204533372,273897323.25638336,76509514.9591975
stellar,1622505600000,"6/1/2021, 12:00:00 AM",0.40176390476227036,9286268999.02372,1046830703.3103161
cosmos,1622505600000,"6/1/2021, 12:00:00 AM",13.920352267044771,3321220548.2489796,537323732.5138923
staked-ether,1622505600000,"6/1/2021, 12:00:00 AM",2686.587504263337,1213071707.9638631,20585531.326668836
compound-ether,1622505600000,"6/1/2021, 12:00:00 AM",54.25795833055209,3547092019.9211183,2977773.3350033443
vechain,1622505600000,"6/1/2021, 12:00:00 AM",0.12647795290739686,8253554489.65562,1489637496.1575036
elrond-erd-2,1622505600000,"6/1/2021, 12:00:00 AM",103.93641511445993,1850651423.6987383,57510128.69274562
ftx-token,1622505600000,"6/1/2021, 12:00:00 AM",34.07179241015255,2979717880.4776726,136211397.77500042
filecoin,1622505600000,"6/1/2021, 12:00:00 AM",72.64140466027168,5459628057.845798,738172265.1606411
near,1622505600000,"6/1/2021, 12:00:00 AM",3.3434351164970013,1300572619.9935994,127025491.02796215
hedera-hashgraph,1622505600000,"6/1/2021, 12:00:00 AM",0.23434652856872534,1971812532.8792567,88766120.03925565
the-sandbox,1622505600000,"6/1/2021, 12:00:00 AM",0.3382328602696213,234108662.87388185,51579880.21793139
ethereum-classic,1622505600000,"6/1/2021, 12:00:00 AM",69.99761525674859,8928118556.796486,4853787298.1392145
internet-computer,1622505600000,"6/1/2021, 12:00:00 AM",114.57873780431262,14266572524.778791,190736769.24120355
cdai,1622505600000,"6/1/2021, 12:00:00 AM",0.021483177426391244,3223855095.900318,58657400.07145298
