timestamp,readableTimestamp,m&r-1,m&r-2,m&r-5,m&r-10,m&r-20,m&r-50,m&r-100,basket-1,basket-2,basket-5,basket-10,basket-20,basket-50,basket-100
1609459200000,"1/1/2021, 12:00:00 AM",1,1,1,1,1,1,1,1,1,1,1,1,1,1
1609545600000,"1/2/2021, 12:00:00 AM",1.011410477874809,1.008679784618462,1.0082926815929314,1.0080946323346958,1.0083317249475374,1.0084484332389891,1.0087488585657904,1.0113604728645953,0.9999468193557857,0.9947338369960523,0.9991549603560073,1.0070239208477791,1.0126015227666634,1.0176570777809741
1609632000000,"1/3/2021, 12:00:00 AM",1.1083529018534137,1.1010581896384244,1.0983284112952476,1.095606178167818,1.0935040011431363,1.091641456219706,1.0911437737834744,1.1082406881894904,1.0805746028135303,1.051174161325565,1.0373353572378592,1.0297846954270184,1.044317194062815,1.0417392293793952
1609718400000,"1/4/2021, 12:00:00 AM",1.1375114029410356,1.1646680988974296,1.163746688099131,1.1638005006391268,1.1610129809823204,1.1589547930153579,1.1587455985918553,1.1373354816230623,1.2232699755965888,1.1691613383514274,1.1534883009885706,1.0978060279490656,1.1026925199121702,1.1098145712408387
1609804800000,"1/5/2021, 12:00:00 AM",1.0858082498575143,1.126618724737454,1.1251026917437328,1.126215821581046,1.1230091580353156,1.1224598078047237,1.12254995770912,1.0859045423918767,1.2372599119961933,1.1492056693515094,1.1360989945212725,1.0837974817477907,1.0985965526004036,1.1085538631541962
1609891200000,"1/6/2021, 12:00:00 AM",1.1746514496942801,1.2169913994234918,1.212736291023182,1.215283167468512,1.210815375326162,1.2100494747502393,1.2100980630601599,1.1743406626154471,1.3340786369736386,1.202213722081846,1.209456179811541,1.1524677625261466,1.1742980769743399,1.1980757694726056
1609977600000,"1/7/2021, 12:00:00 AM",1.265657290454144,1.3152885131324805,1.3112780184243313,1.3200953872603003,1.315164839544402,1.3135518942570945,1.3136912831675127,1.27258588978529,1.454426831651757,1.2976836719004117,1.3383179784079016,1.311084590196026,1.2899594003933001,1.3090494206785845
1610064000000,"1/8/2021, 12:00:00 AM",1.3631588017542875,1.402499895796433,1.3985879690206782,1.401513761845808,1.3927886059522168,1.389073996518569,1.3888626739787797,1.362639168890019,1.5135989782068249,1.3796552248428207,1.352436499021677,1.2894250267368557,1.284192195735293,1.329064957196553
1610150400000,"1/9/2021, 12:00:00 AM",1.4069660712141305,1.4404998810103484,1.4353736521275544,1.4354575844770487,1.4250924866665677,1.4198965969565676,1.4197850706906043,1.4063597767368197,1.5315725403262692,1.3806884725619193,1.3463340219483209,1.267439619056403,1.2671428235900815,1.3324310428113888
1610236800000,"1/10/2021, 12:00:00 AM",1.389125628615175,1.4382999201484024,1.4363643463527052,1.4429554614064761,1.4371368353452088,1.4350597602432371,1.436058867710249,1.3884621348560457,1.5627323901415473,1.417616078298283,1.5120200427794452,1.3850315576948373,1.3743178178711597,1.4288190690286366
